time,1day_active_users
2016-05-19 00:00:00-04:00,16380.0
2016-05-20 00:00:00-04:00,15173.0
2016-05-21 00:00:00-04:00,11802.0
2016-05-22 00:00:00-04:00,13190.0
2016-05-23 00:00:00-04:00,17062.0
2016-05-24 00:00:00-04:00,16764.0
2016-05-25 00:00:00-04:00,16515.0
2016-05-26 00:00:00-04:00,16276.0
2016-05-27 00:00:00-04:00,15075.0
2016-05-28 00:00:00-04:00,11730.0
2016-05-29 00:00:00-04:00,12343.0
2016-05-30 00:00:00-04:00,12897.0
2016-05-31 00:00:00-04:00,16858.0
2016-06-01 00:00:00-04:00,17847.0
2016-06-02 00:00:00-04:00,17469.0
2016-06-03 00:00:00-04:00,14793.0
2016-06-04 00:00:00-04:00,11633.0
2016-06-05 00:00:00-04:00,11921.0
2016-06-06 00:00:00-04:00,16190.0
2016-06-07 00:00:00-04:00,16294.0
2016-06-08 00:00:00-04:00,15920.0
2016-06-09 00:00:00-04:00,15798.0
2016-06-10 00:00:00-04:00,14180.0
2016-06-11 00:00:00-04:00,11338.0
2016-06-12 00:00:00-04:00,12557.0
2016-06-13 00:00:00-04:00,17563.0
2016-06-14 00:00:00-04:00,16272.0
2016-06-15 00:00:00-04:00,17205.0
2016-06-16 00:00:00-04:00,15993.0
2016-06-17 00:00:00-04:00,14659.0
2016-06-18 00:00:00-04:00,11518.0
2016-06-19 00:00:00-04:00,12409.0
2016-06-20 00:00:00-04:00,15212.0
2016-06-21 00:00:00-04:00,16107.0
2016-06-22 00:00:00-04:00,16487.0
2016-06-23 00:00:00-04:00,15745.0
2016-06-24 00:00:00-04:00,14879.0
2016-06-25 00:00:00-04:00,11364.0
2016-06-26 00:00:00-04:00,12491.0
2016-06-27 00:00:00-04:00,15559.0
2016-06-28 00:00:00-04:00,16152.0
2016-06-29 00:00:00-04:00,15066.0
2016-06-30 00:00:00-04:00,14768.0
2016-07-01 00:00:00-04:00,14749.0
2016-07-02 00:00:00-04:00,11131.0
2016-07-03 00:00:00-04:00,11598.0
2016-07-04 00:00:00-04:00,11936.0
2016-07-05 00:00:00-04:00,15718.0
2016-07-07 00:00:00-04:00,15741.0
2016-07-08 00:00:00-04:00,14224.0
2016-07-09 00:00:00-04:00,12344.0
2016-07-10 00:00:00-04:00,11486.0
2016-07-11 00:00:00-04:00,16873.0
2016-07-12 00:00:00-04:00,16288.0
2016-07-13 00:00:00-04:00,15345.0
2016-07-14 00:00:00-04:00,15185.0
2016-07-15 00:00:00-04:00,16133.0
2016-07-16 00:00:00-04:00,11552.0
2016-07-17 00:00:00-04:00,12130.0
2016-07-18 00:00:00-04:00,15845.0
2016-07-19 00:00:00-04:00,16402.0
2016-07-20 00:00:00-04:00,16786.0
2016-07-21 00:00:00-04:00,16459.0
2016-07-22 00:00:00-04:00,14869.0
2016-07-23 00:00:00-04:00,11597.0
2016-07-24 00:00:00-04:00,11408.0
2016-07-25 00:00:00-04:00,16718.0
2016-07-26 00:00:00-04:00,16688.0
2016-07-27 00:00:00-04:00,16103.0
2016-07-28 00:00:00-04:00,15585.0
2016-07-29 00:00:00-04:00,16637.0
2016-07-30 00:00:00-04:00,11576.0
2016-07-31 00:00:00-04:00,11442.0
2016-08-01 00:00:00-04:00,16335.0
2016-08-02 00:00:00-04:00,16738.0
2016-08-03 00:00:00-04:00,15062.0
