,time,metric_name,metric_value,date,year
342294,2018-03-04 00:00:00-05:00,google.meet:num_calls_jamboard,0,2018-03-04,2018
342295,2018-03-04 00:00:00-05:00,google.meet:num_calls_unknown_client,0,2018-03-04,2018
342296,2018-03-04 00:00:00-05:00,google.meet:num_calls_web,0,2018-03-04,2018
342297,2018-03-04 00:00:00-05:00,google.meet:num_meetings,0,2018-03-04,2018
342298,2018-03-04 00:00:00-05:00,google.meet:num_meetings_android,0,2018-03-04,2018
342299,2018-03-04 00:00:00-05:00,google.meet:num_meetings_chromebase,0,2018-03-04,2018
342300,2018-03-04 00:00:00-05:00,google.meet:num_meetings_chromebox,0,2018-03-04,2018
342301,2018-03-04 00:00:00-05:00,google.meet:num_meetings_ios,0,2018-03-04,2018
342302,2018-03-04 00:00:00-05:00,google.meet:num_meetings_jamboard,0,2018-03-04,2018
342303,2018-03-04 00:00:00-05:00,google.meet:num_meetings_unknown_client,0,2018-03-04,2018
342304,2018-03-04 00:00:00-05:00,google.meet:num_meetings_web,0,2018-03-04,2018
342305,2018-03-04 00:00:00-05:00,google.meet:num_meetings_with_11_to_15_calls,0,2018-03-04,2018
342306,2018-03-04 00:00:00-05:00,google.meet:num_meetings_with_16_to_25_calls,0,2018-03-04,2018
342307,2018-03-04 00:00:00-05:00,google.meet:num_meetings_with_26_to_50_calls,0,2018-03-04,2018
342308,2018-03-04 00:00:00-05:00,google.meet:num_meetings_with_2_calls,0,2018-03-04,2018
342309,2018-03-04 00:00:00-05:00,google.meet:num_meetings_with_3_to_5_calls,0,2018-03-04,2018
342310,2018-03-04 00:00:00-05:00,google.meet:num_meetings_with_6_to_10_calls,0,2018-03-04,2018
342311,2018-03-04 00:00:00-05:00,google.meet:num_meetings_with_external_users,0,2018-03-04,2018
342312,2018-03-04 00:00:00-05:00,google.meet:num_meetings_with_pstn_in_users,0,2018-03-04,2018
342313,2018-03-04 00:00:00-05:00,google.meet:total_call_minutes,0,2018-03-04,2018
342314,2018-03-04 00:00:00-05:00,google.meet:total_call_minutes_android,0,2018-03-04,2018
342315,2018-03-04 00:00:00-05:00,google.meet:total_call_minutes_by_external_users,0,2018-03-04,2018
342316,2018-03-04 00:00:00-05:00,google.meet:total_call_minutes_by_internal_users,0,2018-03-04,2018
342317,2018-03-04 00:00:00-05:00,google.meet:total_call_minutes_by_pstn_in_users,0,2018-03-04,2018
342318,2018-03-04 00:00:00-05:00,google.meet:total_call_minutes_chromebase,0,2018-03-04,2018
342319,2018-03-04 00:00:00-05:00,google.meet:total_call_minutes_chromebox,0,2018-03-04,2018
342320,2018-03-04 00:00:00-05:00,google.meet:total_call_minutes_ios,0,2018-03-04,2018
342321,2018-03-04 00:00:00-05:00,google.meet:total_call_minutes_jamboard,0,2018-03-04,2018
342322,2018-03-04 00:00:00-05:00,google.meet:total_call_minutes_unknown_client,0,2018-03-04,2018
342323,2018-03-04 00:00:00-05:00,google.meet:total_call_minutes_web,0,2018-03-04,2018
342324,2018-03-04 00:00:00-05:00,google.meet:total_meeting_minutes,0,2018-03-04,2018
342801,2018-03-05 00:00:00-05:00,google.meet:average_meeting_minutes,0,2018-03-05,2018
342802,2018-03-05 00:00:00-05:00,google.meet:average_meeting_minutes_with_11_to_15_calls,0,2018-03-05,2018
342803,2018-03-05 00:00:00-05:00,google.meet:average_meeting_minutes_with_16_to_25_calls,0,2018-03-05,2018
342804,2018-03-05 00:00:00-05:00,google.meet:average_meeting_minutes_with_26_to_50_calls,0,2018-03-05,2018
342805,2018-03-05 00:00:00-05:00,google.meet:average_meeting_minutes_with_2_calls,0,2018-03-05,2018
342806,2018-03-05 00:00:00-05:00,google.meet:average_meeting_minutes_with_3_to_5_calls,0,2018-03-05,2018
342807,2018-03-05 00:00:00-05:00,google.meet:average_meeting_minutes_with_6_to_10_calls,0,2018-03-05,2018
342808,2018-03-05 00:00:00-05:00,google.meet:lonely_meetings,0,2018-03-05,2018
342809,2018-03-05 00:00:00-05:00,google.meet:max_concurrent_usage_chromebase,0,2018-03-05,2018
342810,2018-03-05 00:00:00-05:00,google.meet:max_concurrent_usage_chromebox,0,2018-03-05,2018
342811,2018-03-05 00:00:00-05:00,google.meet:num_1day_active_users,0,2018-03-05,2018
342812,2018-03-05 00:00:00-05:00,google.meet:num_30day_active_users,0,2018-03-05,2018
342813,2018-03-05 00:00:00-05:00,google.meet:num_7day_active_users,0,2018-03-05,2018
342814,2018-03-05 00:00:00-05:00,google.meet:num_calls,0,2018-03-05,2018
342815,2018-03-05 00:00:00-05:00,google.meet:num_calls_android,0,2018-03-05,2018
342816,2018-03-05 00:00:00-05:00,google.meet:num_calls_by_external_users,0,2018-03-05,2018
342817,2018-03-05 00:00:00-05:00,google.meet:num_calls_by_internal_users,0,2018-03-05,2018
342818,2018-03-05 00:00:00-05:00,google.meet:num_calls_by_pstn_in_users,0,2018-03-05,2018
342819,2018-03-05 00:00:00-05:00,google.meet:num_calls_chromebase,0,2018-03-05,2018
342820,2018-03-05 00:00:00-05:00,google.meet:num_calls_chromebox,0,2018-03-05,2018
342821,2018-03-05 00:00:00-05:00,google.meet:num_calls_ios,0,2018-03-05,2018
342822,2018-03-05 00:00:00-05:00,google.meet:num_calls_jamboard,0,2018-03-05,2018
342823,2018-03-05 00:00:00-05:00,google.meet:num_calls_unknown_client,0,2018-03-05,2018
342824,2018-03-05 00:00:00-05:00,google.meet:num_calls_web,0,2018-03-05,2018
342825,2018-03-05 00:00:00-05:00,google.meet:num_meetings,0,2018-03-05,2018
342826,2018-03-05 00:00:00-05:00,google.meet:num_meetings_android,0,2018-03-05,2018
342827,2018-03-05 00:00:00-05:00,google.meet:num_meetings_chromebase,0,2018-03-05,2018
342828,2018-03-05 00:00:00-05:00,google.meet:num_meetings_chromebox,0,2018-03-05,2018
342829,2018-03-05 00:00:00-05:00,google.meet:num_meetings_ios,0,2018-03-05,2018
342830,2018-03-05 00:00:00-05:00,google.meet:num_meetings_jamboard,0,2018-03-05,2018
342831,2018-03-05 00:00:00-05:00,google.meet:num_meetings_unknown_client,0,2018-03-05,2018
342832,2018-03-05 00:00:00-05:00,google.meet:num_meetings_web,0,2018-03-05,2018
342833,2018-03-05 00:00:00-05:00,google.meet:num_meetings_with_11_to_15_calls,0,2018-03-05,2018
342834,2018-03-05 00:00:00-05:00,google.meet:num_meetings_with_16_to_25_calls,0,2018-03-05,2018
342835,2018-03-05 00:00:00-05:00,google.meet:num_meetings_with_26_to_50_calls,0,2018-03-05,2018
342836,2018-03-05 00:00:00-05:00,google.meet:num_meetings_with_2_calls,0,2018-03-05,2018
342837,2018-03-05 00:00:00-05:00,google.meet:num_meetings_with_3_to_5_calls,0,2018-03-05,2018
342838,2018-03-05 00:00:00-05:00,google.meet:num_meetings_with_6_to_10_calls,0,2018-03-05,2018
342839,2018-03-05 00:00:00-05:00,google.meet:num_meetings_with_external_users,0,2018-03-05,2018
342840,2018-03-05 00:00:00-05:00,google.meet:num_meetings_with_pstn_in_users,0,2018-03-05,2018
342841,2018-03-05 00:00:00-05:00,google.meet:total_call_minutes,0,2018-03-05,2018
342842,2018-03-05 00:00:00-05:00,google.meet:total_call_minutes_android,0,2018-03-05,2018
342843,2018-03-05 00:00:00-05:00,google.meet:total_call_minutes_by_external_users,0,2018-03-05,2018
342844,2018-03-05 00:00:00-05:00,google.meet:total_call_minutes_by_internal_users,0,2018-03-05,2018
342845,2018-03-05 00:00:00-05:00,google.meet:total_call_minutes_by_pstn_in_users,0,2018-03-05,2018
342846,2018-03-05 00:00:00-05:00,google.meet:total_call_minutes_chromebase,0,2018-03-05,2018
342847,2018-03-05 00:00:00-05:00,google.meet:total_call_minutes_chromebox,0,2018-03-05,2018
342848,2018-03-05 00:00:00-05:00,google.meet:total_call_minutes_ios,0,2018-03-05,2018
342849,2018-03-05 00:00:00-05:00,google.meet:total_call_minutes_jamboard,0,2018-03-05,2018
342850,2018-03-05 00:00:00-05:00,google.meet:total_call_minutes_unknown_client,0,2018-03-05,2018
342851,2018-03-05 00:00:00-05:00,google.meet:total_call_minutes_web,0,2018-03-05,2018
342852,2018-03-05 00:00:00-05:00,google.meet:total_meeting_minutes,0,2018-03-05,2018
343043,2018-03-06 00:00:00-05:00,google.meet:average_meeting_minutes,0,2018-03-06,2018
343044,2018-03-06 00:00:00-05:00,google.meet:average_meeting_minutes_with_11_to_15_calls,0,2018-03-06,2018
343045,2018-03-06 00:00:00-05:00,google.meet:average_meeting_minutes_with_16_to_25_calls,0,2018-03-06,2018
343046,2018-03-06 00:00:00-05:00,google.meet:average_meeting_minutes_with_26_to_50_calls,0,2018-03-06,2018
343047,2018-03-06 00:00:00-05:00,google.meet:average_meeting_minutes_with_2_calls,0,2018-03-06,2018
343048,2018-03-06 00:00:00-05:00,google.meet:average_meeting_minutes_with_3_to_5_calls,0,2018-03-06,2018
343049,2018-03-06 00:00:00-05:00,google.meet:average_meeting_minutes_with_6_to_10_calls,0,2018-03-06,2018
343050,2018-03-06 00:00:00-05:00,google.meet:lonely_meetings,0,2018-03-06,2018
343051,2018-03-06 00:00:00-05:00,google.meet:max_concurrent_usage_chromebase,0,2018-03-06,2018
343052,2018-03-06 00:00:00-05:00,google.meet:max_concurrent_usage_chromebox,0,2018-03-06,2018
343053,2018-03-06 00:00:00-05:00,google.meet:num_1day_active_users,0,2018-03-06,2018
343054,2018-03-06 00:00:00-05:00,google.meet:num_30day_active_users,0,2018-03-06,2018
343055,2018-03-06 00:00:00-05:00,google.meet:num_7day_active_users,0,2018-03-06,2018
343056,2018-03-06 00:00:00-05:00,google.meet:num_calls,0,2018-03-06,2018
343057,2018-03-06 00:00:00-05:00,google.meet:num_calls_android,0,2018-03-06,2018
343058,2018-03-06 00:00:00-05:00,google.meet:num_calls_by_external_users,0,2018-03-06,2018
343059,2018-03-06 00:00:00-05:00,google.meet:num_calls_by_internal_users,0,2018-03-06,2018
343060,2018-03-06 00:00:00-05:00,google.meet:num_calls_by_pstn_in_users,0,2018-03-06,2018
343061,2018-03-06 00:00:00-05:00,google.meet:num_calls_chromebase,0,2018-03-06,2018
343062,2018-03-06 00:00:00-05:00,google.meet:num_calls_chromebox,0,2018-03-06,2018
343063,2018-03-06 00:00:00-05:00,google.meet:num_calls_ios,0,2018-03-06,2018
343064,2018-03-06 00:00:00-05:00,google.meet:num_calls_jamboard,0,2018-03-06,2018
343065,2018-03-06 00:00:00-05:00,google.meet:num_calls_unknown_client,0,2018-03-06,2018
343066,2018-03-06 00:00:00-05:00,google.meet:num_calls_web,0,2018-03-06,2018
343067,2018-03-06 00:00:00-05:00,google.meet:num_meetings,0,2018-03-06,2018
343068,2018-03-06 00:00:00-05:00,google.meet:num_meetings_android,0,2018-03-06,2018
343069,2018-03-06 00:00:00-05:00,google.meet:num_meetings_chromebase,0,2018-03-06,2018
343070,2018-03-06 00:00:00-05:00,google.meet:num_meetings_chromebox,0,2018-03-06,2018
343071,2018-03-06 00:00:00-05:00,google.meet:num_meetings_ios,0,2018-03-06,2018
343072,2018-03-06 00:00:00-05:00,google.meet:num_meetings_jamboard,0,2018-03-06,2018
343073,2018-03-06 00:00:00-05:00,google.meet:num_meetings_unknown_client,0,2018-03-06,2018
343074,2018-03-06 00:00:00-05:00,google.meet:num_meetings_web,0,2018-03-06,2018
343075,2018-03-06 00:00:00-05:00,google.meet:num_meetings_with_11_to_15_calls,0,2018-03-06,2018
343076,2018-03-06 00:00:00-05:00,google.meet:num_meetings_with_16_to_25_calls,0,2018-03-06,2018
343077,2018-03-06 00:00:00-05:00,google.meet:num_meetings_with_26_to_50_calls,0,2018-03-06,2018
343078,2018-03-06 00:00:00-05:00,google.meet:num_meetings_with_2_calls,0,2018-03-06,2018
343079,2018-03-06 00:00:00-05:00,google.meet:num_meetings_with_3_to_5_calls,0,2018-03-06,2018
343080,2018-03-06 00:00:00-05:00,google.meet:num_meetings_with_6_to_10_calls,0,2018-03-06,2018
343081,2018-03-06 00:00:00-05:00,google.meet:num_meetings_with_external_users,0,2018-03-06,2018
343082,2018-03-06 00:00:00-05:00,google.meet:num_meetings_with_pstn_in_users,0,2018-03-06,2018
343083,2018-03-06 00:00:00-05:00,google.meet:total_call_minutes,0,2018-03-06,2018
343084,2018-03-06 00:00:00-05:00,google.meet:total_call_minutes_android,0,2018-03-06,2018
343085,2018-03-06 00:00:00-05:00,google.meet:total_call_minutes_by_external_users,0,2018-03-06,2018
343086,2018-03-06 00:00:00-05:00,google.meet:total_call_minutes_by_internal_users,0,2018-03-06,2018
343087,2018-03-06 00:00:00-05:00,google.meet:total_call_minutes_by_pstn_in_users,0,2018-03-06,2018
343088,2018-03-06 00:00:00-05:00,google.meet:total_call_minutes_chromebase,0,2018-03-06,2018
343089,2018-03-06 00:00:00-05:00,google.meet:total_call_minutes_chromebox,0,2018-03-06,2018
343090,2018-03-06 00:00:00-05:00,google.meet:total_call_minutes_ios,0,2018-03-06,2018
343091,2018-03-06 00:00:00-05:00,google.meet:total_call_minutes_jamboard,0,2018-03-06,2018
343092,2018-03-06 00:00:00-05:00,google.meet:total_call_minutes_unknown_client,0,2018-03-06,2018
343093,2018-03-06 00:00:00-05:00,google.meet:total_call_minutes_web,0,2018-03-06,2018
343094,2018-03-06 00:00:00-05:00,google.meet:total_meeting_minutes,0,2018-03-06,2018
343861,2018-03-07 00:00:00-05:00,google.meet:average_meeting_minutes,0,2018-03-07,2018
343862,2018-03-07 00:00:00-05:00,google.meet:average_meeting_minutes_with_11_to_15_calls,0,2018-03-07,2018
343863,2018-03-07 00:00:00-05:00,google.meet:average_meeting_minutes_with_16_to_25_calls,0,2018-03-07,2018
343864,2018-03-07 00:00:00-05:00,google.meet:average_meeting_minutes_with_26_to_50_calls,0,2018-03-07,2018
343865,2018-03-07 00:00:00-05:00,google.meet:average_meeting_minutes_with_2_calls,0,2018-03-07,2018
343866,2018-03-07 00:00:00-05:00,google.meet:average_meeting_minutes_with_3_to_5_calls,0,2018-03-07,2018
343867,2018-03-07 00:00:00-05:00,google.meet:average_meeting_minutes_with_6_to_10_calls,0,2018-03-07,2018
343868,2018-03-07 00:00:00-05:00,google.meet:lonely_meetings,0,2018-03-07,2018
343869,2018-03-07 00:00:00-05:00,google.meet:max_concurrent_usage_chromebase,0,2018-03-07,2018
343870,2018-03-07 00:00:00-05:00,google.meet:max_concurrent_usage_chromebox,0,2018-03-07,2018
343871,2018-03-07 00:00:00-05:00,google.meet:num_1day_active_users,0,2018-03-07,2018
343872,2018-03-07 00:00:00-05:00,google.meet:num_30day_active_users,0,2018-03-07,2018
343873,2018-03-07 00:00:00-05:00,google.meet:num_7day_active_users,0,2018-03-07,2018
343874,2018-03-07 00:00:00-05:00,google.meet:num_calls,0,2018-03-07,2018
343875,2018-03-07 00:00:00-05:00,google.meet:num_calls_android,0,2018-03-07,2018
343876,2018-03-07 00:00:00-05:00,google.meet:num_calls_by_external_users,0,2018-03-07,2018
343877,2018-03-07 00:00:00-05:00,google.meet:num_calls_by_internal_users,0,2018-03-07,2018
343878,2018-03-07 00:00:00-05:00,google.meet:num_calls_by_pstn_in_users,0,2018-03-07,2018
343879,2018-03-07 00:00:00-05:00,google.meet:num_calls_chromebase,0,2018-03-07,2018
343880,2018-03-07 00:00:00-05:00,google.meet:num_calls_chromebox,0,2018-03-07,2018
343881,2018-03-07 00:00:00-05:00,google.meet:num_calls_ios,0,2018-03-07,2018
343882,2018-03-07 00:00:00-05:00,google.meet:num_calls_jamboard,0,2018-03-07,2018
343883,2018-03-07 00:00:00-05:00,google.meet:num_calls_unknown_client,0,2018-03-07,2018
343884,2018-03-07 00:00:00-05:00,google.meet:num_calls_web,0,2018-03-07,2018
343885,2018-03-07 00:00:00-05:00,google.meet:num_meetings,0,2018-03-07,2018
343886,2018-03-07 00:00:00-05:00,google.meet:num_meetings_android,0,2018-03-07,2018
343887,2018-03-07 00:00:00-05:00,google.meet:num_meetings_chromebase,0,2018-03-07,2018
343888,2018-03-07 00:00:00-05:00,google.meet:num_meetings_chromebox,0,2018-03-07,2018
343889,2018-03-07 00:00:00-05:00,google.meet:num_meetings_ios,0,2018-03-07,2018
343890,2018-03-07 00:00:00-05:00,google.meet:num_meetings_jamboard,0,2018-03-07,2018
343891,2018-03-07 00:00:00-05:00,google.meet:num_meetings_unknown_client,0,2018-03-07,2018
343892,2018-03-07 00:00:00-05:00,google.meet:num_meetings_web,0,2018-03-07,2018
343893,2018-03-07 00:00:00-05:00,google.meet:num_meetings_with_11_to_15_calls,0,2018-03-07,2018
343894,2018-03-07 00:00:00-05:00,google.meet:num_meetings_with_16_to_25_calls,0,2018-03-07,2018
343895,2018-03-07 00:00:00-05:00,google.meet:num_meetings_with_26_to_50_calls,0,2018-03-07,2018
343896,2018-03-07 00:00:00-05:00,google.meet:num_meetings_with_2_calls,0,2018-03-07,2018
343897,2018-03-07 00:00:00-05:00,google.meet:num_meetings_with_3_to_5_calls,0,2018-03-07,2018
343898,2018-03-07 00:00:00-05:00,google.meet:num_meetings_with_6_to_10_calls,0,2018-03-07,2018
343899,2018-03-07 00:00:00-05:00,google.meet:num_meetings_with_external_users,0,2018-03-07,2018
343900,2018-03-07 00:00:00-05:00,google.meet:num_meetings_with_pstn_in_users,0,2018-03-07,2018
343901,2018-03-07 00:00:00-05:00,google.meet:total_call_minutes,0,2018-03-07,2018
343902,2018-03-07 00:00:00-05:00,google.meet:total_call_minutes_android,0,2018-03-07,2018
343903,2018-03-07 00:00:00-05:00,google.meet:total_call_minutes_by_external_users,0,2018-03-07,2018
343904,2018-03-07 00:00:00-05:00,google.meet:total_call_minutes_by_internal_users,0,2018-03-07,2018
343905,2018-03-07 00:00:00-05:00,google.meet:total_call_minutes_by_pstn_in_users,0,2018-03-07,2018
343906,2018-03-07 00:00:00-05:00,google.meet:total_call_minutes_chromebase,0,2018-03-07,2018
343907,2018-03-07 00:00:00-05:00,google.meet:total_call_minutes_chromebox,0,2018-03-07,2018
343908,2018-03-07 00:00:00-05:00,google.meet:total_call_minutes_ios,0,2018-03-07,2018
343909,2018-03-07 00:00:00-05:00,google.meet:total_call_minutes_jamboard,0,2018-03-07,2018
343910,2018-03-07 00:00:00-05:00,google.meet:total_call_minutes_unknown_client,0,2018-03-07,2018
343911,2018-03-07 00:00:00-05:00,google.meet:total_call_minutes_web,0,2018-03-07,2018
343912,2018-03-07 00:00:00-05:00,google.meet:total_meeting_minutes,0,2018-03-07,2018
344387,2018-03-08 00:00:00-05:00,google.meet:average_meeting_minutes,0,2018-03-08,2018
344388,2018-03-08 00:00:00-05:00,google.meet:average_meeting_minutes_with_11_to_15_calls,0,2018-03-08,2018
344389,2018-03-08 00:00:00-05:00,google.meet:average_meeting_minutes_with_16_to_25_calls,0,2018-03-08,2018
344390,2018-03-08 00:00:00-05:00,google.meet:average_meeting_minutes_with_26_to_50_calls,0,2018-03-08,2018
344391,2018-03-08 00:00:00-05:00,google.meet:average_meeting_minutes_with_2_calls,0,2018-03-08,2018
344392,2018-03-08 00:00:00-05:00,google.meet:average_meeting_minutes_with_3_to_5_calls,0,2018-03-08,2018
344393,2018-03-08 00:00:00-05:00,google.meet:average_meeting_minutes_with_6_to_10_calls,0,2018-03-08,2018
344394,2018-03-08 00:00:00-05:00,google.meet:lonely_meetings,0,2018-03-08,2018
344395,2018-03-08 00:00:00-05:00,google.meet:max_concurrent_usage_chromebase,0,2018-03-08,2018
344396,2018-03-08 00:00:00-05:00,google.meet:max_concurrent_usage_chromebox,0,2018-03-08,2018
344397,2018-03-08 00:00:00-05:00,google.meet:num_1day_active_users,0,2018-03-08,2018
344398,2018-03-08 00:00:00-05:00,google.meet:num_30day_active_users,0,2018-03-08,2018
344399,2018-03-08 00:00:00-05:00,google.meet:num_7day_active_users,0,2018-03-08,2018
344400,2018-03-08 00:00:00-05:00,google.meet:num_calls,0,2018-03-08,2018
344401,2018-03-08 00:00:00-05:00,google.meet:num_calls_android,0,2018-03-08,2018
344402,2018-03-08 00:00:00-05:00,google.meet:num_calls_by_external_users,0,2018-03-08,2018
344403,2018-03-08 00:00:00-05:00,google.meet:num_calls_by_internal_users,0,2018-03-08,2018
344404,2018-03-08 00:00:00-05:00,google.meet:num_calls_by_pstn_in_users,0,2018-03-08,2018
344405,2018-03-08 00:00:00-05:00,google.meet:num_calls_chromebase,0,2018-03-08,2018
344406,2018-03-08 00:00:00-05:00,google.meet:num_calls_chromebox,0,2018-03-08,2018
344407,2018-03-08 00:00:00-05:00,google.meet:num_calls_ios,0,2018-03-08,2018
344408,2018-03-08 00:00:00-05:00,google.meet:num_calls_jamboard,0,2018-03-08,2018
344409,2018-03-08 00:00:00-05:00,google.meet:num_calls_unknown_client,0,2018-03-08,2018
344410,2018-03-08 00:00:00-05:00,google.meet:num_calls_web,0,2018-03-08,2018
344411,2018-03-08 00:00:00-05:00,google.meet:num_meetings,0,2018-03-08,2018
344412,2018-03-08 00:00:00-05:00,google.meet:num_meetings_android,0,2018-03-08,2018
344413,2018-03-08 00:00:00-05:00,google.meet:num_meetings_chromebase,0,2018-03-08,2018
344414,2018-03-08 00:00:00-05:00,google.meet:num_meetings_chromebox,0,2018-03-08,2018
344415,2018-03-08 00:00:00-05:00,google.meet:num_meetings_ios,0,2018-03-08,2018
344416,2018-03-08 00:00:00-05:00,google.meet:num_meetings_jamboard,0,2018-03-08,2018
344417,2018-03-08 00:00:00-05:00,google.meet:num_meetings_unknown_client,0,2018-03-08,2018
344418,2018-03-08 00:00:00-05:00,google.meet:num_meetings_web,0,2018-03-08,2018
344419,2018-03-08 00:00:00-05:00,google.meet:num_meetings_with_11_to_15_calls,0,2018-03-08,2018
344420,2018-03-08 00:00:00-05:00,google.meet:num_meetings_with_16_to_25_calls,0,2018-03-08,2018
344421,2018-03-08 00:00:00-05:00,google.meet:num_meetings_with_26_to_50_calls,0,2018-03-08,2018
344422,2018-03-08 00:00:00-05:00,google.meet:num_meetings_with_2_calls,0,2018-03-08,2018
344423,2018-03-08 00:00:00-05:00,google.meet:num_meetings_with_3_to_5_calls,0,2018-03-08,2018
344424,2018-03-08 00:00:00-05:00,google.meet:num_meetings_with_6_to_10_calls,0,2018-03-08,2018
344425,2018-03-08 00:00:00-05:00,google.meet:num_meetings_with_external_users,0,2018-03-08,2018
344426,2018-03-08 00:00:00-05:00,google.meet:num_meetings_with_pstn_in_users,0,2018-03-08,2018
344427,2018-03-08 00:00:00-05:00,google.meet:total_call_minutes,0,2018-03-08,2018
344428,2018-03-08 00:00:00-05:00,google.meet:total_call_minutes_android,0,2018-03-08,2018
344429,2018-03-08 00:00:00-05:00,google.meet:total_call_minutes_by_external_users,0,2018-03-08,2018
344430,2018-03-08 00:00:00-05:00,google.meet:total_call_minutes_by_internal_users,0,2018-03-08,2018
344431,2018-03-08 00:00:00-05:00,google.meet:total_call_minutes_by_pstn_in_users,0,2018-03-08,2018
344432,2018-03-08 00:00:00-05:00,google.meet:total_call_minutes_chromebase,0,2018-03-08,2018
344433,2018-03-08 00:00:00-05:00,google.meet:total_call_minutes_chromebox,0,2018-03-08,2018
344434,2018-03-08 00:00:00-05:00,google.meet:total_call_minutes_ios,0,2018-03-08,2018
344435,2018-03-08 00:00:00-05:00,google.meet:total_call_minutes_jamboard,0,2018-03-08,2018
344436,2018-03-08 00:00:00-05:00,google.meet:total_call_minutes_unknown_client,0,2018-03-08,2018
344437,2018-03-08 00:00:00-05:00,google.meet:total_call_minutes_web,0,2018-03-08,2018
344438,2018-03-08 00:00:00-05:00,google.meet:total_meeting_minutes,0,2018-03-08,2018
344713,2018-03-09 00:00:00-05:00,google.meet:average_meeting_minutes,0,2018-03-09,2018
344714,2018-03-09 00:00:00-05:00,google.meet:average_meeting_minutes_with_11_to_15_calls,0,2018-03-09,2018
344715,2018-03-09 00:00:00-05:00,google.meet:average_meeting_minutes_with_16_to_25_calls,0,2018-03-09,2018
344716,2018-03-09 00:00:00-05:00,google.meet:average_meeting_minutes_with_26_to_50_calls,0,2018-03-09,2018
344717,2018-03-09 00:00:00-05:00,google.meet:average_meeting_minutes_with_2_calls,0,2018-03-09,2018
344718,2018-03-09 00:00:00-05:00,google.meet:average_meeting_minutes_with_3_to_5_calls,0,2018-03-09,2018
344719,2018-03-09 00:00:00-05:00,google.meet:average_meeting_minutes_with_6_to_10_calls,0,2018-03-09,2018
344720,2018-03-09 00:00:00-05:00,google.meet:lonely_meetings,0,2018-03-09,2018
344721,2018-03-09 00:00:00-05:00,google.meet:max_concurrent_usage_chromebase,0,2018-03-09,2018
344722,2018-03-09 00:00:00-05:00,google.meet:max_concurrent_usage_chromebox,0,2018-03-09,2018
344723,2018-03-09 00:00:00-05:00,google.meet:num_1day_active_users,0,2018-03-09,2018
344724,2018-03-09 00:00:00-05:00,google.meet:num_30day_active_users,0,2018-03-09,2018
344725,2018-03-09 00:00:00-05:00,google.meet:num_7day_active_users,0,2018-03-09,2018
344726,2018-03-09 00:00:00-05:00,google.meet:num_calls,0,2018-03-09,2018
344727,2018-03-09 00:00:00-05:00,google.meet:num_calls_android,0,2018-03-09,2018
344728,2018-03-09 00:00:00-05:00,google.meet:num_calls_by_external_users,0,2018-03-09,2018
344729,2018-03-09 00:00:00-05:00,google.meet:num_calls_by_internal_users,0,2018-03-09,2018
344730,2018-03-09 00:00:00-05:00,google.meet:num_calls_by_pstn_in_users,0,2018-03-09,2018
344731,2018-03-09 00:00:00-05:00,google.meet:num_calls_chromebase,0,2018-03-09,2018
344732,2018-03-09 00:00:00-05:00,google.meet:num_calls_chromebox,0,2018-03-09,2018
344733,2018-03-09 00:00:00-05:00,google.meet:num_calls_ios,0,2018-03-09,2018
344734,2018-03-09 00:00:00-05:00,google.meet:num_calls_jamboard,0,2018-03-09,2018
344735,2018-03-09 00:00:00-05:00,google.meet:num_calls_unknown_client,0,2018-03-09,2018
344736,2018-03-09 00:00:00-05:00,google.meet:num_calls_web,0,2018-03-09,2018
344737,2018-03-09 00:00:00-05:00,google.meet:num_meetings,0,2018-03-09,2018
344738,2018-03-09 00:00:00-05:00,google.meet:num_meetings_android,0,2018-03-09,2018
344739,2018-03-09 00:00:00-05:00,google.meet:num_meetings_chromebase,0,2018-03-09,2018
344740,2018-03-09 00:00:00-05:00,google.meet:num_meetings_chromebox,0,2018-03-09,2018
344741,2018-03-09 00:00:00-05:00,google.meet:num_meetings_ios,0,2018-03-09,2018
344742,2018-03-09 00:00:00-05:00,google.meet:num_meetings_jamboard,0,2018-03-09,2018
344743,2018-03-09 00:00:00-05:00,google.meet:num_meetings_unknown_client,0,2018-03-09,2018
344744,2018-03-09 00:00:00-05:00,google.meet:num_meetings_web,0,2018-03-09,2018
344745,2018-03-09 00:00:00-05:00,google.meet:num_meetings_with_11_to_15_calls,0,2018-03-09,2018
344746,2018-03-09 00:00:00-05:00,google.meet:num_meetings_with_16_to_25_calls,0,2018-03-09,2018
344747,2018-03-09 00:00:00-05:00,google.meet:num_meetings_with_26_to_50_calls,0,2018-03-09,2018
344748,2018-03-09 00:00:00-05:00,google.meet:num_meetings_with_2_calls,0,2018-03-09,2018
344749,2018-03-09 00:00:00-05:00,google.meet:num_meetings_with_3_to_5_calls,0,2018-03-09,2018
344750,2018-03-09 00:00:00-05:00,google.meet:num_meetings_with_6_to_10_calls,0,2018-03-09,2018
344751,2018-03-09 00:00:00-05:00,google.meet:num_meetings_with_external_users,0,2018-03-09,2018
344752,2018-03-09 00:00:00-05:00,google.meet:num_meetings_with_pstn_in_users,0,2018-03-09,2018
344753,2018-03-09 00:00:00-05:00,google.meet:total_call_minutes,0,2018-03-09,2018
344754,2018-03-09 00:00:00-05:00,google.meet:total_call_minutes_android,0,2018-03-09,2018
344755,2018-03-09 00:00:00-05:00,google.meet:total_call_minutes_by_external_users,0,2018-03-09,2018
