,time,metric_name,metric_value,date,year
477274,2018-12-06 00:00:00-05:00,google.meet:num_calls_by_internal_users,57,2018-12-06,2018
477275,2018-12-06 00:00:00-05:00,google.meet:num_calls_by_pstn_in_users,6,2018-12-06,2018
477276,2018-12-06 00:00:00-05:00,google.meet:num_calls_by_pstn_out_users,0,2018-12-06,2018
477277,2018-12-06 00:00:00-05:00,google.meet:num_calls_chromebase,0,2018-12-06,2018
477278,2018-12-06 00:00:00-05:00,google.meet:num_calls_chromebox,0,2018-12-06,2018
477279,2018-12-06 00:00:00-05:00,google.meet:num_calls_ios,6,2018-12-06,2018
477280,2018-12-06 00:00:00-05:00,google.meet:num_calls_jamboard,0,2018-12-06,2018
477281,2018-12-06 00:00:00-05:00,google.meet:num_calls_unknown_client,0,2018-12-06,2018
477282,2018-12-06 00:00:00-05:00,google.meet:num_calls_web,51,2018-12-06,2018
477283,2018-12-06 00:00:00-05:00,google.meet:num_meetings,13,2018-12-06,2018
477284,2018-12-06 00:00:00-05:00,google.meet:num_meetings_android,0,2018-12-06,2018
477285,2018-12-06 00:00:00-05:00,google.meet:num_meetings_chromebase,0,2018-12-06,2018
477286,2018-12-06 00:00:00-05:00,google.meet:num_meetings_chromebox,0,2018-12-06,2018
477287,2018-12-06 00:00:00-05:00,google.meet:num_meetings_ios,2,2018-12-06,2018
477288,2018-12-06 00:00:00-05:00,google.meet:num_meetings_jamboard,0,2018-12-06,2018
477289,2018-12-06 00:00:00-05:00,google.meet:num_meetings_unknown_client,0,2018-12-06,2018
477290,2018-12-06 00:00:00-05:00,google.meet:num_meetings_web,13,2018-12-06,2018
477291,2018-12-06 00:00:00-05:00,google.meet:num_meetings_with_11_to_15_calls,0,2018-12-06,2018
477292,2018-12-06 00:00:00-05:00,google.meet:num_meetings_with_16_to_25_calls,0,2018-12-06,2018
477293,2018-12-06 00:00:00-05:00,google.meet:num_meetings_with_26_to_50_calls,0,2018-12-06,2018
477294,2018-12-06 00:00:00-05:00,google.meet:num_meetings_with_2_calls,6,2018-12-06,2018
477295,2018-12-06 00:00:00-05:00,google.meet:num_meetings_with_3_to_5_calls,6,2018-12-06,2018
477296,2018-12-06 00:00:00-05:00,google.meet:num_meetings_with_6_to_10_calls,1,2018-12-06,2018
477297,2018-12-06 00:00:00-05:00,google.meet:num_meetings_with_external_users,5,2018-12-06,2018
477298,2018-12-06 00:00:00-05:00,google.meet:num_meetings_with_pstn_in_users,2,2018-12-06,2018
477299,2018-12-06 00:00:00-05:00,google.meet:num_meetings_with_pstn_out_users,0,2018-12-06,2018
477300,2018-12-06 00:00:00-05:00,google.meet:total_call_minutes,2329,2018-12-06,2018
477301,2018-12-06 00:00:00-05:00,google.meet:total_call_minutes_android,0,2018-12-06,2018
477302,2018-12-06 00:00:00-05:00,google.meet:total_call_minutes_by_external_users,281,2018-12-06,2018
477303,2018-12-06 00:00:00-05:00,google.meet:total_call_minutes_by_internal_users,1877,2018-12-06,2018
477304,2018-12-06 00:00:00-05:00,google.meet:total_call_minutes_by_pstn_in_users,170,2018-12-06,2018
477305,2018-12-06 00:00:00-05:00,google.meet:total_call_minutes_by_pstn_out_users,0,2018-12-06,2018
477306,2018-12-06 00:00:00-05:00,google.meet:total_call_minutes_chromebase,0,2018-12-06,2018
477307,2018-12-06 00:00:00-05:00,google.meet:total_call_minutes_chromebox,0,2018-12-06,2018
477308,2018-12-06 00:00:00-05:00,google.meet:total_call_minutes_ios,79,2018-12-06,2018
477309,2018-12-06 00:00:00-05:00,google.meet:total_call_minutes_jamboard,0,2018-12-06,2018
477310,2018-12-06 00:00:00-05:00,google.meet:total_call_minutes_unknown_client,0,2018-12-06,2018
477311,2018-12-06 00:00:00-05:00,google.meet:total_call_minutes_web,1797,2018-12-06,2018
477312,2018-12-06 00:00:00-05:00,google.meet:total_meeting_minutes,719,2018-12-06,2018
477887,2018-12-07 00:00:00-05:00,google.meet:average_meeting_minutes,39,2018-12-07,2018
477888,2018-12-07 00:00:00-05:00,google.meet:average_meeting_minutes_with_11_to_15_calls,0,2018-12-07,2018
477889,2018-12-07 00:00:00-05:00,google.meet:average_meeting_minutes_with_16_to_25_calls,0,2018-12-07,2018
477890,2018-12-07 00:00:00-05:00,google.meet:average_meeting_minutes_with_26_to_50_calls,0,2018-12-07,2018
477891,2018-12-07 00:00:00-05:00,google.meet:average_meeting_minutes_with_2_calls,23,2018-12-07,2018
477892,2018-12-07 00:00:00-05:00,google.meet:average_meeting_minutes_with_3_to_5_calls,58,2018-12-07,2018
477893,2018-12-07 00:00:00-05:00,google.meet:average_meeting_minutes_with_6_to_10_calls,0,2018-12-07,2018
477894,2018-12-07 00:00:00-05:00,google.meet:lonely_meetings,10,2018-12-07,2018
477895,2018-12-07 00:00:00-05:00,google.meet:max_concurrent_usage_chromebase,0,2018-12-07,2018
477896,2018-12-07 00:00:00-05:00,google.meet:max_concurrent_usage_chromebox,0,2018-12-07,2018
477897,2018-12-07 00:00:00-05:00,google.meet:num_1day_active_users,24,2018-12-07,2018
477898,2018-12-07 00:00:00-05:00,google.meet:num_30day_active_users,435,2018-12-07,2018
477899,2018-12-07 00:00:00-05:00,google.meet:num_7day_active_users,116,2018-12-07,2018
477900,2018-12-07 00:00:00-05:00,google.meet:num_calls,42,2018-12-07,2018
477901,2018-12-07 00:00:00-05:00,google.meet:num_calls_android,1,2018-12-07,2018
477902,2018-12-07 00:00:00-05:00,google.meet:num_calls_by_external_users,3,2018-12-07,2018
477903,2018-12-07 00:00:00-05:00,google.meet:num_calls_by_internal_users,36,2018-12-07,2018
477904,2018-12-07 00:00:00-05:00,google.meet:num_calls_by_pstn_in_users,3,2018-12-07,2018
477905,2018-12-07 00:00:00-05:00,google.meet:num_calls_by_pstn_out_users,0,2018-12-07,2018
477906,2018-12-07 00:00:00-05:00,google.meet:num_calls_chromebase,0,2018-12-07,2018
477907,2018-12-07 00:00:00-05:00,google.meet:num_calls_chromebox,0,2018-12-07,2018
477908,2018-12-07 00:00:00-05:00,google.meet:num_calls_ios,2,2018-12-07,2018
477909,2018-12-07 00:00:00-05:00,google.meet:num_calls_jamboard,0,2018-12-07,2018
477910,2018-12-07 00:00:00-05:00,google.meet:num_calls_unknown_client,0,2018-12-07,2018
477911,2018-12-07 00:00:00-05:00,google.meet:num_calls_web,33,2018-12-07,2018
477912,2018-12-07 00:00:00-05:00,google.meet:num_meetings,11,2018-12-07,2018
477913,2018-12-07 00:00:00-05:00,google.meet:num_meetings_android,1,2018-12-07,2018
477914,2018-12-07 00:00:00-05:00,google.meet:num_meetings_chromebase,0,2018-12-07,2018
477915,2018-12-07 00:00:00-05:00,google.meet:num_meetings_chromebox,0,2018-12-07,2018
477916,2018-12-07 00:00:00-05:00,google.meet:num_meetings_ios,2,2018-12-07,2018
477917,2018-12-07 00:00:00-05:00,google.meet:num_meetings_jamboard,0,2018-12-07,2018
477918,2018-12-07 00:00:00-05:00,google.meet:num_meetings_unknown_client,0,2018-12-07,2018
477919,2018-12-07 00:00:00-05:00,google.meet:num_meetings_web,11,2018-12-07,2018
477920,2018-12-07 00:00:00-05:00,google.meet:num_meetings_with_11_to_15_calls,0,2018-12-07,2018
477921,2018-12-07 00:00:00-05:00,google.meet:num_meetings_with_16_to_25_calls,0,2018-12-07,2018
477922,2018-12-07 00:00:00-05:00,google.meet:num_meetings_with_26_to_50_calls,0,2018-12-07,2018
477923,2018-12-07 00:00:00-05:00,google.meet:num_meetings_with_2_calls,6,2018-12-07,2018
477924,2018-12-07 00:00:00-05:00,google.meet:num_meetings_with_3_to_5_calls,5,2018-12-07,2018
477925,2018-12-07 00:00:00-05:00,google.meet:num_meetings_with_6_to_10_calls,0,2018-12-07,2018
477926,2018-12-07 00:00:00-05:00,google.meet:num_meetings_with_external_users,2,2018-12-07,2018
477927,2018-12-07 00:00:00-05:00,google.meet:num_meetings_with_pstn_in_users,1,2018-12-07,2018
477928,2018-12-07 00:00:00-05:00,google.meet:num_meetings_with_pstn_out_users,0,2018-12-07,2018
477929,2018-12-07 00:00:00-05:00,google.meet:total_call_minutes,1188,2018-12-07,2018
477930,2018-12-07 00:00:00-05:00,google.meet:total_call_minutes_android,3,2018-12-07,2018
477931,2018-12-07 00:00:00-05:00,google.meet:total_call_minutes_by_external_users,86,2018-12-07,2018
477932,2018-12-07 00:00:00-05:00,google.meet:total_call_minutes_by_internal_users,943,2018-12-07,2018
477933,2018-12-07 00:00:00-05:00,google.meet:total_call_minutes_by_pstn_in_users,158,2018-12-07,2018
477934,2018-12-07 00:00:00-05:00,google.meet:total_call_minutes_by_pstn_out_users,0,2018-12-07,2018
477935,2018-12-07 00:00:00-05:00,google.meet:total_call_minutes_chromebase,0,2018-12-07,2018
477936,2018-12-07 00:00:00-05:00,google.meet:total_call_minutes_chromebox,0,2018-12-07,2018
477937,2018-12-07 00:00:00-05:00,google.meet:total_call_minutes_ios,156,2018-12-07,2018
477938,2018-12-07 00:00:00-05:00,google.meet:total_call_minutes_jamboard,0,2018-12-07,2018
477939,2018-12-07 00:00:00-05:00,google.meet:total_call_minutes_unknown_client,0,2018-12-07,2018
477940,2018-12-07 00:00:00-05:00,google.meet:total_call_minutes_web,783,2018-12-07,2018
477941,2018-12-07 00:00:00-05:00,google.meet:total_meeting_minutes,433,2018-12-07,2018
478215,2018-12-08 00:00:00-05:00,google.meet:average_meeting_minutes,3,2018-12-08,2018
478216,2018-12-08 00:00:00-05:00,google.meet:average_meeting_minutes_with_11_to_15_calls,0,2018-12-08,2018
478217,2018-12-08 00:00:00-05:00,google.meet:average_meeting_minutes_with_16_to_25_calls,0,2018-12-08,2018
478218,2018-12-08 00:00:00-05:00,google.meet:average_meeting_minutes_with_26_to_50_calls,0,2018-12-08,2018
478219,2018-12-08 00:00:00-05:00,google.meet:average_meeting_minutes_with_2_calls,3,2018-12-08,2018
478220,2018-12-08 00:00:00-05:00,google.meet:average_meeting_minutes_with_3_to_5_calls,0,2018-12-08,2018
478221,2018-12-08 00:00:00-05:00,google.meet:average_meeting_minutes_with_6_to_10_calls,0,2018-12-08,2018
478222,2018-12-08 00:00:00-05:00,google.meet:lonely_meetings,0,2018-12-08,2018
478223,2018-12-08 00:00:00-05:00,google.meet:max_concurrent_usage_chromebase,0,2018-12-08,2018
478224,2018-12-08 00:00:00-05:00,google.meet:max_concurrent_usage_chromebox,0,2018-12-08,2018
478225,2018-12-08 00:00:00-05:00,google.meet:num_1day_active_users,1,2018-12-08,2018
478226,2018-12-08 00:00:00-05:00,google.meet:num_30day_active_users,419,2018-12-08,2018
478227,2018-12-08 00:00:00-05:00,google.meet:num_7day_active_users,115,2018-12-08,2018
478228,2018-12-08 00:00:00-05:00,google.meet:num_calls,2,2018-12-08,2018
478229,2018-12-08 00:00:00-05:00,google.meet:num_calls_android,0,2018-12-08,2018
478230,2018-12-08 00:00:00-05:00,google.meet:num_calls_by_external_users,1,2018-12-08,2018
478231,2018-12-08 00:00:00-05:00,google.meet:num_calls_by_internal_users,1,2018-12-08,2018
478232,2018-12-08 00:00:00-05:00,google.meet:num_calls_by_pstn_in_users,0,2018-12-08,2018
478233,2018-12-08 00:00:00-05:00,google.meet:num_calls_by_pstn_out_users,0,2018-12-08,2018
478234,2018-12-08 00:00:00-05:00,google.meet:num_calls_chromebase,0,2018-12-08,2018
478235,2018-12-08 00:00:00-05:00,google.meet:num_calls_chromebox,0,2018-12-08,2018
478236,2018-12-08 00:00:00-05:00,google.meet:num_calls_ios,0,2018-12-08,2018
478237,2018-12-08 00:00:00-05:00,google.meet:num_calls_jamboard,0,2018-12-08,2018
478238,2018-12-08 00:00:00-05:00,google.meet:num_calls_unknown_client,0,2018-12-08,2018
478239,2018-12-08 00:00:00-05:00,google.meet:num_calls_web,1,2018-12-08,2018
478240,2018-12-08 00:00:00-05:00,google.meet:num_meetings,1,2018-12-08,2018
478241,2018-12-08 00:00:00-05:00,google.meet:num_meetings_android,0,2018-12-08,2018
478242,2018-12-08 00:00:00-05:00,google.meet:num_meetings_chromebase,0,2018-12-08,2018
478243,2018-12-08 00:00:00-05:00,google.meet:num_meetings_chromebox,0,2018-12-08,2018
478244,2018-12-08 00:00:00-05:00,google.meet:num_meetings_ios,0,2018-12-08,2018
478245,2018-12-08 00:00:00-05:00,google.meet:num_meetings_jamboard,0,2018-12-08,2018
478246,2018-12-08 00:00:00-05:00,google.meet:num_meetings_unknown_client,0,2018-12-08,2018
478247,2018-12-08 00:00:00-05:00,google.meet:num_meetings_web,1,2018-12-08,2018
478248,2018-12-08 00:00:00-05:00,google.meet:num_meetings_with_11_to_15_calls,0,2018-12-08,2018
478249,2018-12-08 00:00:00-05:00,google.meet:num_meetings_with_16_to_25_calls,0,2018-12-08,2018
478250,2018-12-08 00:00:00-05:00,google.meet:num_meetings_with_26_to_50_calls,0,2018-12-08,2018
478251,2018-12-08 00:00:00-05:00,google.meet:num_meetings_with_2_calls,1,2018-12-08,2018
478252,2018-12-08 00:00:00-05:00,google.meet:num_meetings_with_3_to_5_calls,0,2018-12-08,2018
478253,2018-12-08 00:00:00-05:00,google.meet:num_meetings_with_6_to_10_calls,0,2018-12-08,2018
478254,2018-12-08 00:00:00-05:00,google.meet:num_meetings_with_external_users,1,2018-12-08,2018
478255,2018-12-08 00:00:00-05:00,google.meet:num_meetings_with_pstn_in_users,0,2018-12-08,2018
478256,2018-12-08 00:00:00-05:00,google.meet:num_meetings_with_pstn_out_users,0,2018-12-08,2018
478257,2018-12-08 00:00:00-05:00,google.meet:total_call_minutes,8,2018-12-08,2018
478258,2018-12-08 00:00:00-05:00,google.meet:total_call_minutes_android,0,2018-12-08,2018
478259,2018-12-08 00:00:00-05:00,google.meet:total_call_minutes_by_external_users,3,2018-12-08,2018
478260,2018-12-08 00:00:00-05:00,google.meet:total_call_minutes_by_internal_users,5,2018-12-08,2018
478261,2018-12-08 00:00:00-05:00,google.meet:total_call_minutes_by_pstn_in_users,0,2018-12-08,2018
478262,2018-12-08 00:00:00-05:00,google.meet:total_call_minutes_by_pstn_out_users,0,2018-12-08,2018
478263,2018-12-08 00:00:00-05:00,google.meet:total_call_minutes_chromebase,0,2018-12-08,2018
478264,2018-12-08 00:00:00-05:00,google.meet:total_call_minutes_chromebox,0,2018-12-08,2018
478265,2018-12-08 00:00:00-05:00,google.meet:total_call_minutes_ios,0,2018-12-08,2018
478266,2018-12-08 00:00:00-05:00,google.meet:total_call_minutes_jamboard,0,2018-12-08,2018
478267,2018-12-08 00:00:00-05:00,google.meet:total_call_minutes_unknown_client,0,2018-12-08,2018
478268,2018-12-08 00:00:00-05:00,google.meet:total_call_minutes_web,5,2018-12-08,2018
478269,2018-12-08 00:00:00-05:00,google.meet:total_meeting_minutes,3,2018-12-08,2018
478844,2018-12-09 00:00:00-05:00,google.meet:average_meeting_minutes,174,2018-12-09,2018
478845,2018-12-09 00:00:00-05:00,google.meet:average_meeting_minutes_with_11_to_15_calls,0,2018-12-09,2018
478846,2018-12-09 00:00:00-05:00,google.meet:average_meeting_minutes_with_16_to_25_calls,0,2018-12-09,2018
478847,2018-12-09 00:00:00-05:00,google.meet:average_meeting_minutes_with_26_to_50_calls,0,2018-12-09,2018
478848,2018-12-09 00:00:00-05:00,google.meet:average_meeting_minutes_with_2_calls,0,2018-12-09,2018
478849,2018-12-09 00:00:00-05:00,google.meet:average_meeting_minutes_with_3_to_5_calls,23,2018-12-09,2018
478850,2018-12-09 00:00:00-05:00,google.meet:average_meeting_minutes_with_6_to_10_calls,326,2018-12-09,2018
478851,2018-12-09 00:00:00-05:00,google.meet:lonely_meetings,3,2018-12-09,2018
478852,2018-12-09 00:00:00-05:00,google.meet:max_concurrent_usage_chromebase,0,2018-12-09,2018
478853,2018-12-09 00:00:00-05:00,google.meet:max_concurrent_usage_chromebox,0,2018-12-09,2018
478854,2018-12-09 00:00:00-05:00,google.meet:num_1day_active_users,13,2018-12-09,2018
478855,2018-12-09 00:00:00-05:00,google.meet:num_30day_active_users,421,2018-12-09,2018
478856,2018-12-09 00:00:00-05:00,google.meet:num_7day_active_users,121,2018-12-09,2018
478857,2018-12-09 00:00:00-05:00,google.meet:num_calls,23,2018-12-09,2018
478858,2018-12-09 00:00:00-05:00,google.meet:num_calls_android,0,2018-12-09,2018
478859,2018-12-09 00:00:00-05:00,google.meet:num_calls_by_external_users,3,2018-12-09,2018
478860,2018-12-09 00:00:00-05:00,google.meet:num_calls_by_internal_users,20,2018-12-09,2018
478861,2018-12-09 00:00:00-05:00,google.meet:num_calls_by_pstn_in_users,0,2018-12-09,2018
478862,2018-12-09 00:00:00-05:00,google.meet:num_calls_by_pstn_out_users,0,2018-12-09,2018
478863,2018-12-09 00:00:00-05:00,google.meet:num_calls_chromebase,0,2018-12-09,2018
478864,2018-12-09 00:00:00-05:00,google.meet:num_calls_chromebox,0,2018-12-09,2018
478865,2018-12-09 00:00:00-05:00,google.meet:num_calls_ios,2,2018-12-09,2018
478866,2018-12-09 00:00:00-05:00,google.meet:num_calls_jamboard,0,2018-12-09,2018
478867,2018-12-09 00:00:00-05:00,google.meet:num_calls_unknown_client,0,2018-12-09,2018
478868,2018-12-09 00:00:00-05:00,google.meet:num_calls_web,18,2018-12-09,2018
478869,2018-12-09 00:00:00-05:00,google.meet:num_meetings,2,2018-12-09,2018
478870,2018-12-09 00:00:00-05:00,google.meet:num_meetings_android,0,2018-12-09,2018
478871,2018-12-09 00:00:00-05:00,google.meet:num_meetings_chromebase,0,2018-12-09,2018
478872,2018-12-09 00:00:00-05:00,google.meet:num_meetings_chromebox,0,2018-12-09,2018
478873,2018-12-09 00:00:00-05:00,google.meet:num_meetings_ios,1,2018-12-09,2018
478874,2018-12-09 00:00:00-05:00,google.meet:num_meetings_jamboard,0,2018-12-09,2018
478875,2018-12-09 00:00:00-05:00,google.meet:num_meetings_unknown_client,0,2018-12-09,2018
478876,2018-12-09 00:00:00-05:00,google.meet:num_meetings_web,2,2018-12-09,2018
478877,2018-12-09 00:00:00-05:00,google.meet:num_meetings_with_11_to_15_calls,0,2018-12-09,2018
478878,2018-12-09 00:00:00-05:00,google.meet:num_meetings_with_16_to_25_calls,0,2018-12-09,2018
478879,2018-12-09 00:00:00-05:00,google.meet:num_meetings_with_26_to_50_calls,0,2018-12-09,2018
478880,2018-12-09 00:00:00-05:00,google.meet:num_meetings_with_2_calls,0,2018-12-09,2018
478881,2018-12-09 00:00:00-05:00,google.meet:num_meetings_with_3_to_5_calls,1,2018-12-09,2018
478882,2018-12-09 00:00:00-05:00,google.meet:num_meetings_with_6_to_10_calls,1,2018-12-09,2018
478883,2018-12-09 00:00:00-05:00,google.meet:num_meetings_with_external_users,2,2018-12-09,2018
478884,2018-12-09 00:00:00-05:00,google.meet:num_meetings_with_pstn_in_users,0,2018-12-09,2018
478885,2018-12-09 00:00:00-05:00,google.meet:num_meetings_with_pstn_out_users,0,2018-12-09,2018
478886,2018-12-09 00:00:00-05:00,google.meet:total_call_minutes,1469,2018-12-09,2018
478887,2018-12-09 00:00:00-05:00,google.meet:total_call_minutes_android,0,2018-12-09,2018
478888,2018-12-09 00:00:00-05:00,google.meet:total_call_minutes_by_external_users,57,2018-12-09,2018
478889,2018-12-09 00:00:00-05:00,google.meet:total_call_minutes_by_internal_users,1411,2018-12-09,2018
478890,2018-12-09 00:00:00-05:00,google.meet:total_call_minutes_by_pstn_in_users,0,2018-12-09,2018
478891,2018-12-09 00:00:00-05:00,google.meet:total_call_minutes_by_pstn_out_users,0,2018-12-09,2018
478892,2018-12-09 00:00:00-05:00,google.meet:total_call_minutes_chromebase,0,2018-12-09,2018
478893,2018-12-09 00:00:00-05:00,google.meet:total_call_minutes_chromebox,0,2018-12-09,2018
478894,2018-12-09 00:00:00-05:00,google.meet:total_call_minutes_ios,28,2018-12-09,2018
478895,2018-12-09 00:00:00-05:00,google.meet:total_call_minutes_jamboard,0,2018-12-09,2018
478896,2018-12-09 00:00:00-05:00,google.meet:total_call_minutes_unknown_client,0,2018-12-09,2018
478897,2018-12-09 00:00:00-05:00,google.meet:total_call_minutes_web,1382,2018-12-09,2018
478898,2018-12-09 00:00:00-05:00,google.meet:total_meeting_minutes,349,2018-12-09,2018
479812,2018-12-10 00:00:00-05:00,google.meet:average_meeting_minutes,167,2018-12-10,2018
479813,2018-12-10 00:00:00-05:00,google.meet:average_meeting_minutes_with_11_to_15_calls,471,2018-12-10,2018
479814,2018-12-10 00:00:00-05:00,google.meet:average_meeting_minutes_with_16_to_25_calls,0,2018-12-10,2018
479815,2018-12-10 00:00:00-05:00,google.meet:average_meeting_minutes_with_26_to_50_calls,0,2018-12-10,2018
479816,2018-12-10 00:00:00-05:00,google.meet:average_meeting_minutes_with_2_calls,148,2018-12-10,2018
479817,2018-12-10 00:00:00-05:00,google.meet:average_meeting_minutes_with_3_to_5_calls,33,2018-12-10,2018
479818,2018-12-10 00:00:00-05:00,google.meet:average_meeting_minutes_with_6_to_10_calls,0,2018-12-10,2018
479819,2018-12-10 00:00:00-05:00,google.meet:lonely_meetings,1,2018-12-10,2018
479820,2018-12-10 00:00:00-05:00,google.meet:max_concurrent_usage_chromebase,0,2018-12-10,2018
479821,2018-12-10 00:00:00-05:00,google.meet:max_concurrent_usage_chromebox,0,2018-12-10,2018
479822,2018-12-10 00:00:00-05:00,google.meet:num_1day_active_users,19,2018-12-10,2018
479823,2018-12-10 00:00:00-05:00,google.meet:num_30day_active_users,423,2018-12-10,2018
479824,2018-12-10 00:00:00-05:00,google.meet:num_7day_active_users,117,2018-12-10,2018
479825,2018-12-10 00:00:00-05:00,google.meet:num_calls,45,2018-12-10,2018
479826,2018-12-10 00:00:00-05:00,google.meet:num_calls_android,0,2018-12-10,2018
479827,2018-12-10 00:00:00-05:00,google.meet:num_calls_by_external_users,12,2018-12-10,2018
479828,2018-12-10 00:00:00-05:00,google.meet:num_calls_by_internal_users,32,2018-12-10,2018
479829,2018-12-10 00:00:00-05:00,google.meet:num_calls_by_pstn_in_users,1,2018-12-10,2018
479830,2018-12-10 00:00:00-05:00,google.meet:num_calls_by_pstn_out_users,0,2018-12-10,2018
479831,2018-12-10 00:00:00-05:00,google.meet:num_calls_chromebase,0,2018-12-10,2018
479832,2018-12-10 00:00:00-05:00,google.meet:num_calls_chromebox,0,2018-12-10,2018
479833,2018-12-10 00:00:00-05:00,google.meet:num_calls_ios,4,2018-12-10,2018
479834,2018-12-10 00:00:00-05:00,google.meet:num_calls_jamboard,0,2018-12-10,2018
479835,2018-12-10 00:00:00-05:00,google.meet:num_calls_unknown_client,0,2018-12-10,2018
479836,2018-12-10 00:00:00-05:00,google.meet:num_calls_web,28,2018-12-10,2018
479837,2018-12-10 00:00:00-05:00,google.meet:num_meetings,5,2018-12-10,2018
479838,2018-12-10 00:00:00-05:00,google.meet:num_meetings_android,0,2018-12-10,2018
479839,2018-12-10 00:00:00-05:00,google.meet:num_meetings_chromebase,0,2018-12-10,2018
479840,2018-12-10 00:00:00-05:00,google.meet:num_meetings_chromebox,0,2018-12-10,2018
479841,2018-12-10 00:00:00-05:00,google.meet:num_meetings_ios,2,2018-12-10,2018
479842,2018-12-10 00:00:00-05:00,google.meet:num_meetings_jamboard,0,2018-12-10,2018
479843,2018-12-10 00:00:00-05:00,google.meet:num_meetings_unknown_client,0,2018-12-10,2018
479844,2018-12-10 00:00:00-05:00,google.meet:num_meetings_web,5,2018-12-10,2018
479845,2018-12-10 00:00:00-05:00,google.meet:num_meetings_with_11_to_15_calls,1,2018-12-10,2018
479846,2018-12-10 00:00:00-05:00,google.meet:num_meetings_with_16_to_25_calls,0,2018-12-10,2018
479847,2018-12-10 00:00:00-05:00,google.meet:num_meetings_with_26_to_50_calls,0,2018-12-10,2018
479848,2018-12-10 00:00:00-05:00,google.meet:num_meetings_with_2_calls,2,2018-12-10,2018
479849,2018-12-10 00:00:00-05:00,google.meet:num_meetings_with_3_to_5_calls,2,2018-12-10,2018
479850,2018-12-10 00:00:00-05:00,google.meet:num_meetings_with_6_to_10_calls,0,2018-12-10,2018
479851,2018-12-10 00:00:00-05:00,google.meet:num_meetings_with_external_users,2,2018-12-10,2018
479852,2018-12-10 00:00:00-05:00,google.meet:num_meetings_with_pstn_in_users,1,2018-12-10,2018
479853,2018-12-10 00:00:00-05:00,google.meet:num_meetings_with_pstn_out_users,0,2018-12-10,2018
479854,2018-12-10 00:00:00-05:00,google.meet:total_call_minutes,5562,2018-12-10,2018
479855,2018-12-10 00:00:00-05:00,google.meet:total_call_minutes_android,0,2018-12-10,2018
479856,2018-12-10 00:00:00-05:00,google.meet:total_call_minutes_by_external_users,731,2018-12-10,2018
479857,2018-12-10 00:00:00-05:00,google.meet:total_call_minutes_by_internal_users,4785,2018-12-10,2018
479858,2018-12-10 00:00:00-05:00,google.meet:total_call_minutes_by_pstn_in_users,46,2018-12-10,2018
479859,2018-12-10 00:00:00-05:00,google.meet:total_call_minutes_by_pstn_out_users,0,2018-12-10,2018
479860,2018-12-10 00:00:00-05:00,google.meet:total_call_minutes_chromebase,0,2018-12-10,2018
479861,2018-12-10 00:00:00-05:00,google.meet:total_call_minutes_chromebox,0,2018-12-10,2018
479862,2018-12-10 00:00:00-05:00,google.meet:total_call_minutes_ios,693,2018-12-10,2018
479863,2018-12-10 00:00:00-05:00,google.meet:total_call_minutes_jamboard,0,2018-12-10,2018
479864,2018-12-10 00:00:00-05:00,google.meet:total_call_minutes_unknown_client,0,2018-12-10,2018
479865,2018-12-10 00:00:00-05:00,google.meet:total_call_minutes_web,4092,2018-12-10,2018
479866,2018-12-10 00:00:00-05:00,google.meet:total_meeting_minutes,835,2018-12-10,2018
480103,2018-12-11 00:00:00-05:00,google.meet:average_meeting_minutes,84,2018-12-11,2018
480104,2018-12-11 00:00:00-05:00,google.meet:average_meeting_minutes_with_11_to_15_calls,424,2018-12-11,2018
480105,2018-12-11 00:00:00-05:00,google.meet:average_meeting_minutes_with_16_to_25_calls,0,2018-12-11,2018
480106,2018-12-11 00:00:00-05:00,google.meet:average_meeting_minutes_with_26_to_50_calls,0,2018-12-11,2018
480107,2018-12-11 00:00:00-05:00,google.meet:average_meeting_minutes_with_2_calls,46,2018-12-11,2018
480108,2018-12-11 00:00:00-05:00,google.meet:average_meeting_minutes_with_3_to_5_calls,62,2018-12-11,2018
480109,2018-12-11 00:00:00-05:00,google.meet:average_meeting_minutes_with_6_to_10_calls,119,2018-12-11,2018
480110,2018-12-11 00:00:00-05:00,google.meet:lonely_meetings,4,2018-12-11,2018
480111,2018-12-11 00:00:00-05:00,google.meet:max_concurrent_usage_chromebase,0,2018-12-11,2018
480112,2018-12-11 00:00:00-05:00,google.meet:max_concurrent_usage_chromebox,0,2018-12-11,2018
480113,2018-12-11 00:00:00-05:00,google.meet:num_1day_active_users,46,2018-12-11,2018
480114,2018-12-11 00:00:00-05:00,google.meet:num_30day_active_users,428,2018-12-11,2018
480115,2018-12-11 00:00:00-05:00,google.meet:num_7day_active_users,112,2018-12-11,2018
480116,2018-12-11 00:00:00-05:00,google.meet:num_calls,91,2018-12-11,2018
480117,2018-12-11 00:00:00-05:00,google.meet:num_calls_android,0,2018-12-11,2018
480118,2018-12-11 00:00:00-05:00,google.meet:num_calls_by_external_users,13,2018-12-11,2018
480119,2018-12-11 00:00:00-05:00,google.meet:num_calls_by_internal_users,72,2018-12-11,2018
480120,2018-12-11 00:00:00-05:00,google.meet:num_calls_by_pstn_in_users,3,2018-12-11,2018
480121,2018-12-11 00:00:00-05:00,google.meet:num_calls_by_pstn_out_users,3,2018-12-11,2018
480122,2018-12-11 00:00:00-05:00,google.meet:num_calls_chromebase,0,2018-12-11,2018
480123,2018-12-11 00:00:00-05:00,google.meet:num_calls_chromebox,0,2018-12-11,2018
