time,google.accounts:drive_used_quota_in_mb,google.accounts:gmail_used_quota_in_mb,google.accounts:gplus_photos_used_quota_in_mb
2017-04-23,83849708.74786875,63361567.24102415,1510042.1766664872
2017-04-24,84004998.68091138,63397312.58695663,1512475.4909611787
2017-04-25,84177467.66391176,63444871.61410518,1514890.899201748
2017-04-26,84360303.93074934,63491550.466313526,1517540.5070286964
2017-04-27,84540968.96001631,63522279.94288791,1519874.7071147393
2017-04-28,84722790.70009843,63539234.15975848,1520974.6326002385
2017-04-29,84843732.68654194,63558477.400681034,1522551.1449143388
2017-04-30,84950283.79347351,63596961.689347915,1524471.0234111727
2017-05-01,85102043.48887876,63653189.76685802,1526156.8041835404
2017-05-02,85272497.24567345,63719559.72823425,1527840.8415284182
2017-05-03,85454419.31503108,63783130.07567194,1529788.3882128939
2017-05-04,85634766.03015876,63828627.91010545,1531458.8363902546
2017-05-05,85816538.20247273,63858113.27459834,1531939.6626657133
2017-05-06,85936603.65170057,63887618.17855213,1532956.8275541598
2017-05-07,86041655.37436791,63934113.13978975,1534383.6010260624
2017-05-08,86191676.53380051,63996123.561032735,1535645.7402405194
2017-05-09,86359561.18919006,64066098.30628189,1536980.351337261
2017-05-10,86537771.20272738,64131171.443067275,1538655.9848641178
2017-05-11,86712942.1609225,64176171.34830541,1540130.7007935068
2017-05-12,86888007.97774717,64203322.94209821,1540487.7694326711
2017-05-13,86999067.34963864,64228872.10777235,1541457.7397920405
2017-05-14,87093398.63710739,64270015.62536258,1542910.1446310177
2017-05-15,87231791.0505264,64325466.71324845,1544264.2408754732
2017-05-16,87386995.76591897,64387844.75948276,1545752.870300663
2017-05-17,87551621.13249315,64444432.47651978,1547639.7390117163
2017-05-18,87712434.99803127,64480186.166468285,1549374.4423185764
2017-05-19,87872735.46266605,64497477.578918345,1550030.021743095
2017-05-20,87968245.8945162,64512706.870761715,1551336.7658029746
2017-05-21,88047172.36746366,64543200.3646963,1553156.8212124903
2017-05-22,88171388.57177213,64587730.820045836,1554900.4867994133
2017-05-23,88313706.95787647,64638934.82058537,1556795.0301170887
2017-05-24,88467004.35737163,64684072.560328946,1559099.0772659904
2017-05-25,88618215.57795435,64708046.96249185,1561254.497037295
2017-05-26,88770948.11768405,64713193.07669221,1562325.691125491
2017-05-27,88860406.59181583,64715887.45464056,1564044.9872557595
2017-05-28,88935496.61477254,64733421.312561415,1566270.0047765847
2017-05-29,89058870.2575304,64764482.56520018,1568405.344299229
2017-05-30,89203026.77391471,64801607.129346676,1570676.2021271102
2017-05-31,89360680.62866738,64831946.619977064,1573339.7174692694
2017-06-01,89518460.41785808,64840300.44827181,1575833.5732100804
2017-06-02,89679783.21318117,64828955.591952175,1577216.8916210774
2017-06-03,89778825.1765952,64814293.831990466,1579227.1110364217
2017-06-04,89864771.08831346,64825730.726902656,1581965.306245545
2017-06-05,90000492.05883074,64849883.52291154,1584587.822475885
2017-06-06,90157738.25013742,64879334.1458087,1587319.6180672008
2017-06-07,90328682.91216226,64901294.4893596,1590417.853294196
2017-06-08,90499340.4758638,64900643.95020415,1593316.586601311
2017-06-09,90672712.32189691,64879833.20959112,1595069.0917310184
2017-06-10,90781812.20827252,64855493.94859971,1597419.3083620244
2017-06-11,90875904.9030348,64845248.43323444,1600221.037473535
2017-06-12,91018310.04575047,64848071.9535875,1602870.930056183
2017-06-13,91180194.25078359,64856803.80389367,1605593.361851678
2017-06-14,91353452.07552774,64858910.06314327,1608645.0757411246
2017-06-15,91523836.1361678,64839524.84709704,1611455.7995469607
2017-06-16,91694364.23084365,64801416.7654899,1613072.801858747
2017-06-17,91797386.56170943,64761578.446732104,1615247.3129233266
2017-06-18,91882880.10643578,64737981.22160286,1617831.6015179507
2017-06-19,92015115.3277185,64729860.14290181,1620219.0209167986
2017-06-20,92165274.79346043,64730261.449868284,1622635.1931853155
2017-06-21,92325569.5143956,64726800.85978655,1625338.8821032364
2017-06-22,92482061.28403583,64704709.14088487,1627758.5373254532
2017-06-23,92638311.8136678,64666863.44787673,1628939.067320547
2017-06-24,92726473.50824843,64630360.42136897,1630643.1823516302
2017-06-25,92797623.0591245,64613221.21411599,1632726.2788652363
2017-07-03,93802918.46683529,64631715.55335407,1644975.4967518384
2017-07-04,93953474.25429422,64669040.12076921,1646326.036119232
2017-07-05,94120004.7465545,64705325.90871441,1647988.2174741565
2017-07-06,94288445.19207846,64725023.82889049,1649399.365397271
2017-07-07,94462440.21189624,64730315.373886995,1649609.5480372272
2017-07-08,94572510.49397446,64737677.24068808,1650412.380628519
2017-07-09,94670501.8743691,64764509.57138494,1651675.1755479225
2017-07-11,94999655.074625,64863963.44782533,1654031.0019957046
2017-07-12,95192612.65964074,64915341.28174185,1655647.75352686
2017-07-14,95585532.193065,64962763.76313584,1657386.0233991062
2017-07-15,95717808.47515424,64977369.10254684,1658351.3761642324
2017-07-16,95835610.7412655,65008875.7241177,1659843.36217752
2017-07-17,96005658.69590536,65055774.44851602,1661255.4316502928
2017-07-21,96809562.35534139,65196026.736628905,1667438.4671159927
2017-07-22,96943669.26911168,65203096.07130694,1668869.3927439377
2017-07-27,97811806.94080469,65368322.73547688,1679467.1182787605
2017-07-28,98010438.56522526,65369450.5954198,1680577.784604415
2017-07-29,98139263.45448671,65369817.336809956,1682330.2280361925
2017-07-30,98252332.88282295,65387648.83363465,1684569.9265344501
2017-07-31,98418899.66576898,65422023.30135519,1686670.0081956065
2017-08-01,98609007.22516257,65465682.96536057,1688859.8468236972
2017-08-02,98815045.57905486,65505808.12465374,1691402.8986364282
2017-08-03,99022769.83005023,65527127.46205895,1693708.4329744247
2017-08-04,99236458.30977048,65532372.35235648,1694791.304534531
2017-08-05,99384214.04720204,65538778.91201555,1696462.6125864799
2017-08-06,99520613.36348821,65564515.44948315,1698571.3177944534
2017-08-12,102282759.95528789,65743809.174041145,1720502.024521677
2017-08-13,102694687.80192418,65775703.21945557,1724239.9497540575
2017-08-14,103164769.23328076,65825419.64521557,1727797.1022615544
2017-08-18,105192166.52493586,65997824.53536587,1741622.9667053313
2017-08-19,105625621.90474808,66017125.61508195,1744746.227876454
2017-08-20,106036460.38057892,66053865.744213715,1748352.8494666067
2017-08-21,106495848.77703115,66106522.3346166,1751811.637566391
2017-08-22,106969514.6624429,66167204.336972624,1755371.4191363638
2017-08-23,107446857.78882332,66222452.44672791,1759315.8714234398
2017-08-24,107910182.73302674,66256393.09425904,1763044.5041405165
2017-08-25,108361759.66482724,66271373.887884595,1765543.7211701693
2017-08-27,109047834.35268682,66313645.07968318,1772337.1400603463
2017-08-28,109413123.47420113,66357720.508581,1775831.9834230498
2017-08-30,110151889.14099145,66454380.85487766,1783378.4171657604
2017-08-31,110500056.04508574,66478160.66213572,1787091.4102781925
2017-09-01,110833245.60931744,66483033.08023515,1789524.10112594
2017-09-03,111278158.81575212,66506612.94750031,1796067.07385385
2017-09-05,111793231.20159881,66587209.22590257,1802673.8717254496
2017-09-06,112063775.25210808,66627117.328032516,1806302.4728835693
2017-09-07,112326630.64740215,66646921.1980212,1809614.337780929
2017-09-08,112588722.83993945,66649395.01206489,1811562.1837497773
2017-09-09,112771066.50279427,66652029.79059505,1814063.5325578845
2017-09-10,112937533.26558769,66673272.78152936,1816958.2573451297
2017-09-11,113169818.19126461,66712063.873237185,1819582.0375439017
2017-09-12,113436083.61065286,66760873.597862564,1822185.4320491152
2017-09-13,113729771.66291991,66806498.660055816,1825057.7801969298
2017-09-14,114036374.11704874,66833231.64692107,1827574.8147541515
2017-09-15,114362390.95772067,66843651.5897361,1828687.3817885264
2017-09-16,114625867.67132609,66855065.853180826,1830347.2999332785
2017-09-17,114890581.00516842,66885720.798543006,1832404.648108993
2017-09-18,115238041.77365585,66934292.60616305,1834199.7528367029
2017-09-19,115633100.22872378,66992967.180349216,1835998.770042624
2017-09-20,116066079.50117157,67048245.69942504,1838106.8822745096
2017-09-21,116518823.71013829,67084130.29569391,1839904.4189294921
2017-09-22,116994398.20639506,67102975.89673066,1840341.1269573763
2017-09-23,117405175.8391332,67121929.39736049,1841401.9676554208
2017-09-24,117812519.03861515,67159110.22597393,1842944.1633537277
2017-09-25,118295889.83425663,67213052.70643167,1844307.784389042
2017-09-26,118815478.18063736,67275823.59946613,1845767.9539508305
2017-09-27,119357706.41017465,67333832.1526107,1847637.4998479406
2017-09-28,119900592.83768563,67371025.14746316,1849291.7797771983
2017-09-29,120444216.67094655,67389792.54249527,1849668.7346795888
2017-09-30,120896361.1182076,67407395.80491568,1850774.8825350318
2017-10-01,121317683.92519291,67442109.86054581,1852462.4040498373
2017-10-02,121787910.82446368,67492608.3371794,1854058.622308644
2017-10-03,122265447.35182132,67551110.20660752,1855835.1287742413
2017-10-04,122736199.79910587,67604186.17587347,1858100.1848590265
2017-10-05,123178185.79783222,67635955.56276533,1860212.5368319424
2017-10-06,122939831.64137776,67654904.91353598,1861821.0643648654
2017-10-07,122582549.53347139,67672699.97131324,1864209.504950903
2017-10-08,122171773.1243586,67707891.18470123,1867217.302595549
2017-10-09,121791249.13020168,67759365.65913065,1870151.7119943534
2017-10-10,121402768.96388681,67819518.36664453,1873275.8587523904
2017-10-11,120996637.1759063,67875052.22161907,1876890.6896011787
2017-10-12,120555994.53611651,67910177.45266542,1880335.1673428172
2017-10-13,120087422.40058735,67927627.50635394,1882498.1673044448
2017-10-14,119506351.45230344,67945063.46947286,1885417.0142448395
2017-10-15,118882157.59262103,67981129.33355863,1888920.250246124
2017-10-16,118302105.78552812,68034703.56259924,1892298.0087748715
2017-10-17,117733154.1530245,68098112.62670065,1895811.0597192834
2017-10-18,117169988.55076095,68157935.20246965,1899759.8818190866
2017-10-19,116599801.45549324,68198214.44458425,1903470.9586984771
2017-10-20,116032329.58560112,68221544.3854602,1905815.9172690725
2017-10-21,115386984.1061873,68245467.54238135,1908860.0022490683
2017-10-22,114734038.19576596,68288491.3815714,1912430.1709128642
2017-10-23,114160645.28761458,68349280.26780419,1915808.748080848
2017-10-24,113634796.56910954,68419917.59418894,1919263.226289184
2017-10-25,113151014.80039944,68486719.39552036,1923102.2468125548
2017-10-26,112695692.03393573,68533463.66570531,1926647.8048937528
2017-10-27,112276670.93478742,68562550.13464254,1928761.464811162
2017-10-28,111812211.63352421,68591392.59277833,1931542.63729659
2017-10-29,111368388.09048896,68638396.69618763,1934821.8999370453
2017-10-30,111027296.95261201,68702091.0487134,1937877.8672362152
2017-10-31,110753280.95554084,68774435.33037408,1940987.7161133788
2017-11-01,110536388.04786028,68841639.46188176,1944470.0813348896
2017-11-02,110358365.01933114,68887404.96409023,1947643.2098348239
2017-11-03,110221868.29341783,68914152.1231286,1949358.323839073
2017-11-04,110041339.86685908,68939400.24502242,1951747.8005491332
2017-11-05,109876669.88679901,68981699.42682546,1954643.841201523
2017-11-06,109803637.20488487,69039693.03714806,1957318.6978447374
2017-11-07,109782422.53228031,69105463.98893568,1960056.078957791
2017-11-08,109798839.02141748,69165351.72321588,1963181.1214297442
2017-11-09,109830970.23158011,69203198.23933846,1966004.6575488283
2017-11-10,109877981.51257281,69221635.86496574,1967363.885370882
2017-11-11,109852859.67924988,69238449.45414197,1969420.599913734
2017-11-12,109812281.2191923,69272457.11905682,1972005.3450779696
2017-11-13,109829210.33779888,69322500.23905523,1974381.1118253665
2017-11-14,109863615.96540177,69380825.26289807,1976835.715373583
2017-11-15,109901378.40196703,69433897.23296374,1979698.909122519
2017-11-16,109921469.14541595,69465650.58384211,1982272.8017969714
2017-11-17,109924255.87549044,69478838.98921704,1983379.8438034987
2017-11-18,109825997.0031339,69491382.3059944,1985211.0901627892
2017-11-19,109684807.44222814,69522200.31530075,1987595.7882649738
2017-11-20,109575309.48353648,69570135.4318471,1989788.4754235737
2017-11-22,109333017.04683341,69680274.14429092,1994812.8344917677
2017-11-23,109173232.3956823,69712607.0854509,1997275.1799974646
2017-11-24,109647778.92128025,69726956.82887082,1997206.3799622953
2017-11-25,110016956.76759306,69741174.32942331,1997902.2217069743
2017-11-26,110341191.17156108,69774048.7324103,1999190.7585405046
2017-11-27,110698880.53822286,69824212.04526094,2000319.3816952244
2017-11-28,111057998.79694694,69883611.09415531,2001586.0270726234
2017-11-29,111411756.29723662,69938333.96382545,2003330.6913497823
2017-11-30,111746125.04340875,69971890.29019134,2004841.8013217659
2017-12-01,112068158.69627148,69986704.64390883,2004918.9054994069
2017-12-02,112298891.78615886,70000451.334266,2005803.1973854224
2017-12-03,112502429.6704846,70031810.97247492,2007319.7666090515
2017-12-04,112760760.40188567,70079273.32421112,2008706.9811766949
2017-12-05,113042158.69492894,70134656.07281548,2010262.430821066
2017-12-06,113340215.07226516,70183937.73977421,2012325.2817489556
2017-12-07,113640556.56539585,70210550.97491588,2014172.8165236528
2017-12-11,114714670.52893004,70276672.60646577,2019448.240652518
2017-12-17,116840602.85923529,70354145.2753792,2030060.5160939756
2017-12-18,117229727.78858036,70375900.48184757,2031923.7613846096
2017-12-19,117653118.00833888,70405514.31398588,2033888.455210417
2017-12-20,118098896.43424709,70429338.01595847,2036289.3117319108
2017-12-21,118546911.57104412,70431165.95745508,2038381.598446892
2017-12-22,118999283.17764194,70413918.39070396,2038919.5498881908
2017-12-23,119365613.76817235,70395930.09693864,2040193.2743795067
2017-12-24,119708986.21279079,70396561.83715586,2042013.0438595244
2017-12-25,120111677.29548736,70414793.47041771,2043588.590405048
2017-12-26,120534185.50436096,70442855.87758501,2045219.6226219535
2017-12-27,120964534.52629213,70467059.32146196,2047250.9364855224
2017-12-28,121382697.1405442,70471105.70388114,2048939.5699926822
2017-12-29,121791811.99650353,70457839.5788681,2049038.160458054
2017-12-30,122100750.77093782,70445528.0814097,2049866.983576041
2017-12-31,122375661.24151842,70453432.01283783,2051245.2374263047
2018-01-01,122702551.57294056,70480338.15143447,2052386.6113833096
2018-01-02,123043092.770659,70518238.8263508,2053604.2910811696
2018-01-03,123387246.25707778,70553169.21737751,2055256.626118357
2018-01-04,123716823.35324508,70568536.61156255,2056604.1458571376
2018-01-05,124037337.04030962,70566945.11276934,2056397.7643377127
2018-01-06,124257899.08013482,70566471.1449683,2056985.9054156705
2018-01-07,124448293.73951083,70586197.18993782,2058192.7871475047
2018-01-08,124698428.98259501,70624684.94563816,2059230.3229131994
2018-01-09,124970920.59211865,70673702.79738972,2060417.7280590145
2018-01-10,125257061.19071284,70719070.8927347,2062117.9089249992
2018-01-11,125539542.29402176,70744004.86134496,2063584.5521335262
2018-01-12,125824976.67169839,70751010.39484528,2063555.4323979393
2018-01-13,126021168.47787504,70758149.3299278,2064394.9156343304
2018-01-14,126199766.72497426,70784530.03223996,2065919.5647320542
2018-01-15,126452637.02151287,70828714.57318842,2067326.7144744906
2018-01-16,126741283.93912031,70882486.65941326,2068929.0327199125
2018-01-17,127056219.35437745,70931696.6666128,2071081.985058505
2018-01-18,127378904.60945405,70959611.87367754,2073021.3432677358
2018-01-19,127389376.38488425,70971949.28821146,2073463.150767175
2018-01-20,127318451.12368046,70983894.31254666,2074778.2177312758
2018-01-24,127352327.08828986,71175142.819121,2083125.300014783
2018-01-25,127432273.84403881,71207745.54561745,2085360.3009339455
2018-01-28,127529142.25417136,71270459.62190577,2089559.5173486397
2018-01-29,127601702.0550972,71322826.96207434,2091410.638488864
2018-01-30,127709259.52081065,71385467.47174618,2093346.328500042
2018-01-31,127839501.81972109,71444278.0319392,2095721.02072005
2018-02-01,127971349.79173335,71482505.42765722,2097754.0825079954
2018-02-02,128108475.92529443,71502845.4353236,2098138.975867811
2018-02-03,128153609.57163352,71523667.86911605,2099292.2367660953
2018-02-04,128177675.4778894,71564360.12346683,2101021.0460468256
2018-02-05,128271629.44096823,71623515.56185444,2102501.6338559818
2018-02-06,128393536.30036552,71692830.92986864,2104058.2596557327
2018-02-07,128531533.62612502,71757957.06763546,2106063.18204503
2018-02-08,128665074.85384004,71801882.1306259,2107744.4634723263
2018-02-09,128798520.609973,71827111.1450397,2107799.8426254084
2018-02-10,128835042.60903834,71851885.64118752,2108680.6553702555
2018-02-11,128846536.76778254,71895485.62338471,2110206.1987652336
2018-02-14,129147628.12244576,72090066.28065643,2115139.200957932
2018-02-15,129260642.6453114,72131326.74839257,2116980.189265519
2018-02-16,129373071.09402308,72152335.81266183,2117288.43771552
2018-02-17,129388279.53726877,72171442.96455969,2118536.7401917228
2018-02-18,129378769.23537704,72208085.13631664,2120541.283009806
2018-02-20,129522044.01235819,72321401.72867596,2124664.355826087
2018-02-21,129622490.34701294,72375474.56983207,2127493.637624617
2018-02-22,129718462.3000728,72406142.2741103,2130170.106654499
2018-02-23,129814898.73898675,72416208.99801348,2131359.590434673
2018-02-24,129814814.14719878,72424384.70654838,2133539.0121278316
2018-02-25,129790823.17741516,72450482.22206563,2136505.465491546
2018-02-26,129835639.5131511,72493386.031452,2139404.259975162
2018-02-27,129907784.02998188,72545082.89852192,2142552.3691659453
2018-02-28,129996003.47743176,72591513.57513395,2146311.1966155632
2018-03-01,130080172.89467095,72615979.95828186,2149865.2173695234
2018-03-02,130165196.0103726,72621532.93005702,2151851.7645499622
2018-03-03,130153799.68927342,72627140.73168507,2154751.683920874
2018-03-04,130118867.13701937,72652830.34250471,2158346.066087868
2018-03-05,130153499.47122152,72697578.21115062,2161761.241216491
2018-03-06,130216270.4147395,72753382.53127521,2165307.3545696605
2018-03-07,130296127.98926142,72806114.82397419,2169342.26072346
2018-03-08,130373176.4682911,72838936.9514113,2173040.5258680414
2018-03-09,130452668.4128696,72854762.59918557,2175028.4827259453
2018-03-10,130437413.97776361,72872415.04340711,2177810.307811735
2018-03-11,130400902.25835885,72911723.60589468,2181171.9383281856
2018-03-15,130681258.2487743,73160783.85390331,2193975.331669804
2018-03-16,130776784.3726837,73192289.31958687,2195319.3774773222
2018-03-17,130781552.84395896,73224779.27609956,2197440.8724185424
2018-03-18,130769368.87092906,73277715.02561527,2200146.4120920436
2018-03-19,130848818.46014255,73349258.2848814,2200925.4641686524
2018-03-20,130963993.64409865,73430689.06965755,2201784.3234662875
2018-03-21,131103936.7287234,73507046.68576963,2203123.233735305
2018-03-22,131248631.2421807,73560666.7456573,2204143.7645350243
2018-03-23,131403193.59122317,73593808.11638002,2203495.258312201
2018-03-24,131469453.21934183,73624803.52654631,2203752.580713802
2018-03-25,131520828.76237147,73673075.73136795,2204733.9174059806
2018-03-26,131651012.2247667,73736832.46907628,2205592.15686891
2018-03-27,131817706.52332552,73807297.34337956,2206686.592815881
2018-03-28,132009087.78081542,73869589.04621384,2208422.468572702
2018-03-29,132204211.88862067,73906189.42032357,2209999.520661478
2018-03-30,132407353.79661906,73919639.87044367,2210060.1049157376
2018-03-31,132519135.75457178,73928673.81700474,2211178.823117693
2018-04-01,132612440.1087081,73953177.06208226,2213162.8118924377
2018-04-02,132780555.69134906,73991801.90823974,2215148.880845497
2018-04-03,132980359.82343666,74036234.00882114,2217480.4564675074
2018-04-04,133199412.99375625,74072063.30234076,2220544.4358421806
2018-04-05,133416235.19383511,74082251.35485967,2223516.867401137
2018-04-06,133634784.29446411,74069888.52765074,2225013.2738875356
2018-04-07,133755119.64703846,74054301.26194395,2227590.622288831
2018-04-08,133850334.98394665,74055951.5120886,2231030.5094392207
2018-04-09,134014147.15809406,74073966.9152171,2234442.387979487
2018-04-10,134203500.01195715,74100442.60480413,2238146.0041888566
2018-04-11,134406266.80954158,74121304.98664479,2242505.7276667953
2018-04-12,134601370.42732275,74119781.59468701,2246673.4466127027
2018-04-13,134793374.41982496,74099224.26429369,2249241.0745430198
2018-04-14,134882655.92304274,74079198.36936426,2252754.7611671165
2018-04-15,134943333.75436813,74080330.12207861,2256980.786576279
2018-04-16,135070276.53188506,74101763.03110747,2261014.6068047844
2018-04-17,135221108.09602818,74135506.07610172,2265168.444948523
2018-04-18,135384500.67686749,74167302.57356109,2269802.6932253693
2018-04-19,135540125.7580362,74180115.31357652,2274065.5672073113
2018-04-20,135693348.90055504,74177028.68097739,2276547.3009223947
2018-04-21,135744907.5540786,74177332.61447194,2279806.0765536926
2018-04-22,135769834.63994247,74201330.02910224,2283616.0918927863
2018-04-23,135863891.0051203,74247730.98090173,2287081.890663267
2018-04-24,135984981.86814237,74308057.48251808,2290530.5860228958
2018-04-25,136122054.4122825,74367526.33555989,2294339.840897593
2018-04-26,136254896.79992586,74408556.79623988,2297673.8257944626
2018-04-27,136388957.4663386,74433757.08589454,2299138.696352432
2018-04-28,136424551.1288299,74462006.5811122,2301319.8945620456
2018-04-29,136436802.98308307,74513224.8645086,2304012.1082875403
2018-04-30,136521531.66463903,74585703.08413394,2306338.6768360194
2018-05-01,136636103.1036514,74670562.92421208,2308648.3125615395
2018-05-02,136768958.30205542,74752649.04199673,2311339.6019050223
2018-05-03,136899284.81145406,74814053.17495374,2313593.285335534
2018-05-04,137031982.59224224,74857177.42600617,2314029.1093915203
2018-05-05,137066417.39646444,74900805.78233668,2315254.6604293133
2018-05-06,137135011.96292818,74960271.89782749,2315922.1878589015
2018-05-07,137275769.39411005,75038370.04422747,2316318.429489058
2018-05-08,137445419.18663347,75126208.33321781,2316801.6494378317
2018-05-09,137631920.94285116,75208652.16826314,2317776.9036673866
2018-05-11,137996257.16787252,75306379.33242024,2317377.566348721
2018-05-12,138077256.4793104,75343246.00441645,2317232.5960059403
2018-05-13,138132120.57676914,75398598.46970452,2317796.929600675
2018-05-14,138257167.3578079,75470893.61353584,2318198.813193662
2018-05-15,138408991.3926094,75551439.07908249,2318789.8903969247
2018-05-16,138575728.84032843,75625280.53526615,2319967.188460439
2018-05-17,138736306.42818382,75674734.30434893,2320906.5563945607
2018-05-18,138895833.60730097,75702566.0313889,2320222.0520080323
2018-05-19,138952684.4938979,75728020.77865887,2320508.4376855423
2018-05-20,138983047.68028265,75771442.84496729,2321559.254900007
2018-05-21,139084462.69825086,75831399.50178425,2322493.0988174304
2018-05-22,139213848.14737988,75899256.28839283,2323651.0635939436
2018-05-23,139359859.92230764,75960066.02454293,2325419.9776254967
2018-05-25,139645485.3277065,76010151.17130567,2326899.2391299815
2018-05-26,139688914.07836306,76021438.4274899,2327800.8927763817
2018-05-27,139709176.5790364,76050307.13700059,2329458.8282713704
2018-05-28,139804694.26166803,76095236.87639093,2330986.283695934
2018-05-30,140080431.02083752,76191933.72096162,2335038.16729267
2018-05-31,140228369.67586994,76210752.62565206,2337108.8204617607
2018-06-01,140381528.320477,76206610.77887504,2337535.490421943
2018-06-02,140437069.6740458,76198746.70263599,2338897.858649522
2018-06-03,140472078.28808618,76207505.02013251,2340980.646704721
2018-06-04,140585065.23784894,76231346.882551,2342895.9922443875
2018-06-05,140731911.3964865,76261516.39021964,2344977.372269691
2018-06-06,140900467.8839922,76282945.39562616,2347604.7963055447
2018-06-07,141069006.9349175,76277825.8182479,2349941.6475622393
2018-06-08,141242305.80800465,76248988.96880388,2350592.269591933
2018-06-09,141316157.4363302,76215913.13173589,2352132.208267774
2018-06-10,141367462.522795,76199226.7470989,2354344.4012906374
2018-06-14,142002614.9434374,76170877.42772776,2363303.128921154
2018-06-15,142176286.60134047,76119672.41233644,2363813.3149317205
2018-06-16,142245837.14460254,76065903.00406265,2365151.2271291926
2018-06-17,142288745.40682167,76030610.53226592,2367098.331488308
2018-06-18,142404387.6847477,76012856.32013409,2368765.043622598
2018-06-19,142547907.20065188,76004453.68241258,2370481.421199986
2018-06-20,142707054.30862176,75990862.49573463,2372624.649529368
2018-06-21,142860109.755982,75954765.15282038,2374358.3496028115
2018-06-22,143012422.3001954,75899556.67787972,2374289.1934225843
2018-06-23,143059185.83800066,75845314.91482478,2374989.222094745
2018-06-24,143079195.62676492,75813204.90249355,2376244.3586593433
2018-06-25,143173303.63392016,75802285.49557486,2377171.2494035535
2018-06-26,143297215.31518072,75804279.05862483,2378106.2579674553
2018-06-27,143439417.04002678,75804468.0823839,2379433.9677544804
2018-06-28,143578807.13864174,75785282.20658085,2380327.5503112515
2018-06-29,143548338.30341652,75753148.95645876,2379954.2054913347
2018-06-30,143416416.98652428,75724570.24090335,2380344.770705538
2018-07-01,143262844.57298234,75720387.3710767,2381296.94552145
2018-07-02,143188981.4867854,75739230.45756902,2381939.377428996
2018-07-03,143150366.46073496,75772335.68694922,2382620.135934254
2018-07-04,143135338.93124303,75804453.41214332,2383735.804756997
2018-07-05,143122564.55982584,75817455.7192901,2384470.741758887
2018-07-06,143117713.92047757,75813975.60556747,2383451.952383212
2018-07-07,143015838.56929484,75813374.95957765,2383271.6211267947
2018-07-08,142895914.40458578,75836079.91517445,2383736.323540986
2018-07-09,142858316.82787213,75880271.08658214,2383981.778419217
2018-07-10,142857833.08590245,75936755.76925366,2384362.461842773
2018-07-11,142881918.78964087,75989888.28571217,2385279.6768000526
2018-07-12,142908347.01635608,76021196.56000412,2385919.763714933
2018-07-13,142941837.6423276,76033098.49880351,2384909.33986362
2018-07-14,142876769.15484586,76044862.79331067,2384841.013871619
2018-07-15,142791103.59365237,76076900.61462282,2385517.751248494
2018-07-16,142784249.9576072,76127387.60210656,2386069.1843268974
2018-07-17,142810472.69318077,76187179.70813534,2386842.672338753
2018-07-18,142856778.44831008,76240733.59750582,2388230.6726379786
2018-07-19,142900677.8781455,76269739.43683529,2389408.2352945926
2018-07-20,142946747.95893514,76276901.44399022,2388988.941979937
2018-07-21,142889655.5139483,76281878.5906981,2389554.127576878
2018-08-04,142859649.55679,76600464.54890634,2409433.9537592684
2018-08-05,142794298.44217452,76622567.3441304,2411139.1813853933
2018-08-06,142811928.1099273,76665778.44839615,2412584.1373298555
2018-08-07,142868466.65998584,76721396.58516552,2414103.108561812
2018-08-10,143141813.17135045,76819517.6881298,2417512.8272466394
2018-08-11,143148456.6269895,76834915.29286933,2418166.9436855353
2018-08-13,143211222.34317854,76932318.06062368,2420441.1914602965
2018-08-14,143319858.92435837,77003586.65893388,2421528.6001299485
2018-08-15,143451083.43492067,77071176.74365851,2423092.0201470265
2018-08-16,143581542.9106898,77116513.307363,2424307.2359912386
2018-08-17,143714416.29746184,77142196.60429639,2423789.5057052467
2018-08-18,143743663.97120228,77167899.84572515,2424135.458289028
2018-08-19,143744726.29234415,77214425.3927497,2425143.225469456
2018-08-20,143814205.69617623,77279978.7640647,2425936.264479501
2018-08-21,143905149.90021074,77355306.59302329,2426861.1001322065
2018-08-22,144003004.7089901,77424631.71557544,2428310.3935062764
2018-08-23,144083878.88483962,77469341.58454432,2429455.80120054
2018-08-24,144150738.64481357,77492123.66675046,2428906.13514164
2018-08-25,144097986.98272693,77512848.18039861,2429252.6534543787
2018-08-26,144001528.0170767,77552573.01973312,2430284.559784766
2018-08-27,143958811.9296051,77609742.3078384,2431114.5944422707
2018-08-28,143924479.81128103,77675361.41262944,2432078.4228048422
2018-08-29,143885903.83435538,77733926.3317039,2433557.1889821454
2018-08-30,143821514.58326676,77767113.57513222,2434709.8194622262
2018-08-31,143736872.10609606,77777976.14794679,2434132.0142269754
2018-09-01,143753710.9902469,77786302.95277438,2434897.9846133473
2018-09-02,143726004.82158503,77814069.52914742,2436293.2152079563
2018-09-03,143754491.68428695,77860053.92742862,2437419.7435581163
2018-09-04,143797227.09026852,77915548.3049146,2438605.0710341306
2018-09-05,143844903.4771797,77965282.73420249,2440224.206012162
2018-09-06,143879050.58389676,77991118.48406549,2441429.810568384
2018-09-07,143908262.99001372,77996307.32546204,2440811.550191013
2018-09-08,143831770.71842298,78001334.48858312,2440955.165968637
2018-09-09,143731281.68407643,78027816.94482248,2441640.3980521443
2018-09-10,143710519.91833502,78074553.05972154,2441971.4387486894
2018-09-11,143728810.46614313,78132776.8250518,2442282.8491778728
2018-09-12,143777860.8982494,78187086.1878122,2442958.9873399325
2018-09-13,143839552.41556716,78219150.35275222,2443161.2905713357
2018-09-14,143922446.02821293,78232043.36528549,2441488.8118091263
