time,google.accounts:num_1day_logins ,google.accounts:num_7day_logins,google.accounts:num_30day_logins
2015-05-26,13615.94735632027,18077.698395211697,25279.70747945593
2015-05-27,13358.634344876602,18065.068324784217,25194.804921632604
2015-05-28,12960.769337389618,18078.3405941612,25098.889164133827
2015-05-29,11478.94530700659,18101.41025383489,24991.824065850902
2015-05-30,8591.129129101406,18128.416449679262,24828.951544196138
2015-05-31,9973.457013579364,18242.559472566598,24718.505432625087
2015-06-01,13865.157777484537,18378.73391539275,24729.03774378096
2015-06-02,13861.986828980991,18465.195439431707,24706.486930118353
2015-06-03,13610.886110981084,18533.70074577918,24613.410135515165
2015-06-04,13201.38384375962,18603.523011229052,24517.180584638274
2015-06-05,11692.686514878607,18657.833218624946,24417.392027580823
2015-06-06,8764.732202263642,18690.87917745728,24268.52324688793
2015-06-07,10085.258688431726,18787.58340620616,24179.402985919278
2015-06-08,13898.861309930502,18883.758267320045,24218.65826494373
2015-06-09,13815.34514547354,18909.15129376484,24229.923405096426
2015-06-10,13477.835603857784,18898.61769612509,24174.58922197292
2015-06-11,12978.608388996347,18874.884273766253,24119.890797382057
2015-06-12,11381.547104302648,18824.596410336842,24064.558736893392
2015-06-13,8370.133492751747,18745.85885760356,23961.740756306906
2015-06-14,9604.743870008993,18728.506096335946,23920.5245887213
2015-06-15,13335.812858905707,18711.80766898182,24009.411565567207
2015-06-16,13187.09161605534,18628.81960206909,24069.66593484063
2015-06-17,12797.213792579738,18518.53847301768,24061.57696792141
2015-06-18,12259.977215455514,18407.385845768036,24052.42974740309
2015-06-19,10642.204741866135,18284.91685943242,24040.39284801523
2015-06-20,7628.724093366997,18151.74272578596,23977.68398500319
2015-06-21,8869.958781590476,18100.516969019045,23974.13571687371
2015-06-22,12619.275453797038,18071.196533074923,24098.67745721254
2015-06-23,12511.235149120612,17996.78511589111,24190.80715138033
2015-06-24,12176.708325853888,17916.572305030597,24210.34782602252
2015-06-25,11707.70589279681,17856.456660514337,24225.282954332717
2015-06-26,10170.742005658069,17804.44511041992,24233.862702308394
2015-06-27,7248.900330507925,17759.09360540192,24187.996875713
2015-06-28,8579.811577234117,17811.348824355875,24198.848214080062
2015-06-29,12417.269124978277,17897.50359826422,24336.30958853362
2015-06-30,12404.548021436594,17946.465486035595,24438.587077794873
2015-07-01,12163.131617611385,17994.205076280872,24465.442529369127
2015-07-02,11782.140457650106,18063.028828961294,24485.887752478575
2015-07-03,10327.230046229924,18136.96403056292,24498.50632185702
2015-07-04,7479.760111830303,18161.674342779184,24403.419038285603
2015-07-05,8865.158296953361,18273.82864194624,24364.95993706118
2015-07-06,12738.786704071996,18405.738577616154,24453.205610233555
2015-07-07,12754.294691552963,18483.50449885261,24505.60280802348
2015-07-08,12525.907814137452,18541.19241708458,24482.407021750892
2015-07-09,12142.391078469465,18599.522048882238,24453.114254553744
2015-07-10,10671.406043351994,18641.71422057036,24416.52193811273
2015-07-11,7795.697458974127,18662.47819561619,24324.929008009294
2015-07-12,9131.750196806483,18749.40775106653,24290.347280933667
2015-07-13,12939.808685213298,18836.721576600652,24382.58023405574
2015-07-14,12887.164010991708,18853.12912185069,24439.9410185363
2015-07-15,12583.906764152485,18834.87978085202,24422.925399582837
2015-07-16,12121.330097436092,18805.50813790487,24400.71491523077
2015-07-17,10571.658562338385,18751.818209272995,24372.14147978025
2015-07-18,7621.17394835266,18672.307649339,24289.772663289026
2015-07-19,8879.098962917316,18657.68147559326,24265.09525365344
2015-07-20,12611.71692380642,18646.791248347818,24367.60666607402
2015-07-21,12500.55578335558,18572.98910340714,24436.485313934605
2015-07-22,12151.58397432695,18475.984308358005,24432.49300843711
2015-07-23,11658.049481680911,18382.603563962413,24424.5430320384
2015-07-24,10095.593882624587,18282.89389098365,24411.560684045387
2015-07-25,7152.34775591157,18177.99001728375,24346.445103231537
2015-07-26,8428.087527968022,18159.776356688024,24340.215828917768
2015-07-27,12192.516556920584,18169.078964312477,24462.107544078466
2015-07-28,12138.420170932344,18140.583531732576,24552.18381836565
2015-07-29,11864.389419760231,18113.594621937587,24571.46070735869
2015-07-30,11462.189412408628,18113.923033428542,24588.532597027774
2015-07-31,10007.357452672863,18130.23271841361,24602.323017909664
2015-08-01,7186.369667981566,18161.486402493727,24565.91911048654
2015-08-02,8586.172465778114,18295.89653916317,24589.679299257896
2015-08-03,12476.723286760256,18471.51227475787,24742.331667368104
2015-08-04,12559.20889797568,18619.840955315733,24864.533644539522
2015-08-05,12422.380556357451,18775.64279281059,24917.221661445827
2015-08-06,12154.523940495605,18960.06734293386,24968.301826604093
2015-08-07,10829.600412726897,19157.352220882665,25016.30011605601
2015-08-08,8131.528869237442,19361.93727915302,25014.0803941127
2015-08-09,9634.119484662764,19656.774786084246,25070.925606170527
2015-08-10,13607.88467049859,19976.359531642713,25254.653307934466
2015-08-11,13763.313698056843,20249.07847509194,25406.135511038807
2015-08-12,13680.795078903624,20506.041279123638,25485.888829173677
2015-08-13,13447.147319887119,20765.44216821574,25560.8441587198
2015-08-14,12137.247142496615,21009.563272605006,25628.909653400937
2015-08-15,9435.356613089038,21231.488178925927,25642.584460590042
2015-08-16,10905.37749007031,21512.682195476566,25710.023881865898
2015-08-17,14821.84132665341,21788.359153657748,25898.18037405155
2015-08-18,14908.142628770229,21988.438588410492,26048.28937348239
2015-08-19,14739.946760092578,22145.28092073792,26120.702963410982
2015-08-20,14406.17887803774,22279.1367173458,26181.738581717935
2015-08-21,12986.038492004525,22375.313961092397,26229.151672193697
2015-08-22,10167.2761907036,22430.351653633694,26215.638866160283
2015-08-23,11507.258323152473,22556.006971019826,26277.789025938826
2015-08-24,15286.705176144591,22665.298256557227,26453.86990678343
2015-08-25,15243.215120812849,22692.92160632345,26586.12124680807
2015-08-26,14949.202372230102,22675.272584337035,26635.2421251404
2015-08-27,14496.435273385998,22636.834155426706,26667.8818547621
2015-08-28,12968.289517844814,22567.21322362098,26682.434924839115
2015-08-29,10055.288102688914,22466.91747853561,26632.215989990575
2015-08-30,11308.102680861768,22424.00641280878,26625.966258413984
2015-08-31,15012.314751536192,22381.895737645245,26731.915537017005
2015-09-01,14916.026496764234,22278.146320378306,26792.900151351594
2015-09-02,14587.002166101604,22151.262884521504,26770.549430997777
2015-09-03,14117.024839885436,22027.204480778233,26732.722070001884
2015-09-04,12590.47143927623,21896.425158391492,26678.835504406317
2015-09-05,9697.462293574325,21759.570427198636,26563.07700175979
2015-09-06,10979.058241557434,21704.02101409631,26495.396305291288
2015-09-07,14721.63781283892,21672.079877741253,26545.04881517969
2015-09-08,14680.50670513348,21599.59798046052,26555.225462485127
2015-09-09,14415.68652521437,21522.675447272875,26488.09485766551
2015-09-10,14016.17883751983,21464.425001109576,26412.192663641825
2015-09-11,12564.94161505646,21412.14044387637,26327.296836800935
2015-09-12,9749.716615519732,21363.02602857751,26187.68987479403
2015-09-13,11100.477003971773,21400.73255756861,26103.656042254504
2015-09-14,14903.460313015039,21464.01002001239,26144.52681898868
2015-09-15,14920.800247647554,21485.234262104674,26152.84611407901
2015-09-16,14704.969730366749,21497.05390596437,26090.293096377383
2015-09-17,14342.942301506826,21519.428113029157,26025.050553392055
2015-09-18,12917.543553101297,21536.921791218665,25956.25220857652
2015-09-19,10115.914176302202,21544.44451217513,25837.32184914555
2015-09-20,11459.151594955778,21623.73414150195,25777.999638527723
2015-09-21,15235.929549859167,21712.410324262426,25846.912421238303
2015-09-22,15218.072531347561,21742.319391256944,25885.294299944115
2015-09-23,14953.565289742566,21746.029098718,25853.807019183747
2015-09-24,14530.518251319652,21744.030568276114,25819.90053006857
2015-09-25,13034.797899858404,21722.041280234793,25781.841553302376
2015-09-26,10156.029632185071,21676.62948746376,25692.134419795577
2015-09-27,11409.340570479459,21691.520044349712,25660.076802619915
2015-09-28,15088.478731276617,21706.92597365313,25753.850676745504
2015-09-29,14977.251421646884,21657.59517096499,25813.78961916293
2015-09-30,14621.033252585694,21579.046415106033,25800.08389385439
2015-10-01,14110.480312158488,21494.84207014811,25780.116508388943
2015-10-02,12535.398558027073,21393.821424124457,25752.052911887073
2015-10-03,9588.261052991407,21275.551475395732,25668.320608228318
2015-10-04,10778.04275659637,21226.415928732324,25638.66919189521
2015-10-05,14402.846541497602,21189.2070603296,25731.755393651387
2015-10-06,14257.229017143276,21100.8781859669,25787.929850995944
2015-10-07,13882.245966359724,20998.546486280702,25767.79975250344
2015-10-08,13368.96844383277,20906.88275823813,25739.514151803312
2015-10-09,11808.65496262472,20815.340654664415,25701.89024829821
2015-10-10,8893.859497277566,20723.516596190115,25607.929633351985
2015-10-11,10124.442921220972,20717.119283117692,25568.36356658795
2015-10-12,13799.796243571076,20737.93074781123,25652.716697026477
2015-10-13,13710.240942188013,20721.38045518059,25670.30080352163
2015-10-14,13401.934301164292,20702.43985585514,25613.61616513793
2015-10-15,12963.879420105826,20703.24785509917,25551.531725696797
2015-10-16,11489.722740391824,20710.456025522264,25483.31979791667
2015-10-17,8673.927183117139,20720.609614868958,25362.49628755499
2015-10-18,9980.32961436857,20816.099032127735,25299.654150246555
2015-10-19,13707.783644020195,20935.577926628914,25363.760087224233
2015-10-20,13701.98686309422,21011.432444983668,25396.05838568699
2015-10-21,13471.230968872946,21075.6130011551,25357.920379731368
2015-10-22,13101.794014528281,21147.534254537266,25317.473317634893
2015-10-23,11692.490821493268,21211.544210447268,25273.55272179872
2015-10-24,8938.776943903165,21262.314425897577,25179.413537203945
2015-10-25,10261.898816289962,21380.739748663807,25144.35206469058
2015-10-26,13973.083116598023,21504.758821872314,25236.223853793184
2015-10-27,13964.945436489696,21566.643373835417,25296.500693158294
2015-10-28,13719.408724189681,21598.67958630657,25286.03545262656
2015-10-29,13322.912192588681,21621.23368718706,25271.793553694846
2015-10-30,11882.40524571832,21620.229443755987,25251.898884476235
2015-10-31,9097.289644312044,21592.423312902793,25179.226139555307
2015-11-01,10349.07015965528,21621.124400221026,25161.816686174046
2015-11-02,13964.001593986457,21647.28955725127,25266.61808927376
2015-11-03,13883.995970131265,21606.50907677453,25335.689604867683
2015-11-04,13566.634916380162,21534.42214643414,25329.87276628663
2015-11-05,13100.131684880762,21454.844351033673,25315.611074915232
2015-11-06,11600.717836416105,21357.165024636426,25291.070731180043
2015-11-07,8772.387224654216,21241.436911091743,25209.591596121387
2015-11-08,9957.026295758864,21193.866410254912,25178.871236729185
2015-11-09,13495.514109801183,21158.155633698327,25265.897895163525
2015-11-10,13378.139790218409,21072.180303862533,25314.274694452713
2015-11-11,13036.736686052605,20973.158954448296,25285.76546536151
2015-11-12,12559.44064145888,20885.88557464925,25247.172362823883
2015-11-13,11069.526630870398,20800.11261119511,25197.50225437992
2015-11-14,8273.02412292564,20715.54178073795,25091.24918568968
2015-11-15,9469.406894267058,20717.1897359641,25036.322383561394
2015-11-16,13011.233847710959,20747.09775811235,25100.152124592147
2015-11-17,12934.169816354775,20740.834634765557,25128.116466494706
2015-11-18,12641.337097921976,20732.560623917238,25082.95104802984
2015-11-19,12217.96518333517,20743.510350845878,25031.67870560647
2015-11-20,10791.769274438546,20759.506343047946,24973.821206273118
2015-11-21,8068.522878891021,20775.991281758346,24864.51862546054
2015-11-22,9303.384270857341,20873.40049441125,24811.212378521966
2015-11-23,12859.144128838112,20989.35773515169,24880.940495935098
2015-11-24,12815.902534025181,21055.104795889718,24919.8884344708
2015-11-25,12547.675841001199,21100.541997773307,24890.688908512846
2015-11-26,12136.959693441278,21143.020367661808,24859.43338636559
2015-11-27,10716.654327433598,21165.01988487974,24824.962063841973
2015-11-28,7993.582082215812,21159.231094404593,24741.855161914693
2015-11-29,9180.421188532417,21203.915434562696,24715.907125964637
2015-11-30,12652.514619080575,21235.541321240955,24812.647550119582
2015-12-01,12537.142586816124,21185.068817096835,24878.051367048665
2015-12-02,12182.310620675424,21082.870750137412,24873.762029172143
2015-12-03,11671.140361571775,20943.981489436035,24923.92576146739
2015-12-04,10145.247133882813,20757.071902395455,24966.47982253802
2015-12-05,7316.101592512692,20518.124355477947,24954.72936824896
2015-12-06,8357.466615812978,20309.330175793857,24993.333775918632
2015-12-07,11660.6626866859,20072.12229400599,25147.5873037487
2015-12-08,11403.333808592775,19743.12389708572,25262.235530458696
2015-12-09,10910.320315346877,19358.655521620563,25297.606276766808
2015-12-10,10267.789274630017,18943.819144529865,25317.982321905893
2015-12-11,8627.987228129145,18490.130629110812,25320.661251997244
2015-12-12,5708.382074516119,18000.21528198691,25258.45802743803
2015-12-13,6644.554435924282,17562.55020329171,25237.381562933926
2015-12-14,9843.887604740941,17124.964862864017,25323.923223694295
2015-12-15,9533.812714987325,16630.044109540027,25361.991226692484
2015-12-16,9014.770402012857,16119.18584769838,25312.538233712432
2015-12-17,8374.103208469001,15621.853682947347,25241.78894675404
2015-12-18,6772.223687266121,15133.14669355601,25148.50087911819
2015-12-19,3929.593544294525,14658.264373494045,24986.6761580545
2015-12-20,4940.141780138803,14286.957095381631,24865.246989062165
2015-12-21,8223.464893221855,13967.608502937128,24853.328425500316
2015-12-22,8052.648071817876,13642.230141990818,24795.229984978654
2015-12-23,7699.420917307432,13350.226840671969,24653.5431206964
2015-12-24,7247.922644825136,13117.990788526624,24497.191903025203
2015-12-25,5862.398886407906,12936.592714572349,24326.86884973625
2015-12-26,3262.130865476124,12806.206611988104,24097.936812561955
2015-12-27,4495.489420322271,12810.459937071013,23922.111501165018
2015-12-28,7990.74790301883,12891.285524937886,23870.674455654625
2015-12-29,8063.572345409598,12983.686574671914,23787.56578810278
2015-12-30,7954.452156939097,13119.374659059968,23635.943439863615
2015-12-31,7742.404766818105,13316.851885877113,23486.076659964438
2016-01-01,6594.251684956862,13559.347869592284,23338.984004430004
2016-01-02,4227.530799333961,13839.302976078834,23149.55921236058
2016-01-03,5645.20101458587,14232.688652898887,23030.2907014059
2016-01-04,9285.063841192172,14674.668994120857,23052.479705589463
2016-01-05,9506.899929981193,15094.144831831842,23057.463057212393
2016-01-06,9522.1341931106,15517.241503096788,23006.695886687714
2016-01-07,9407.422539400839,15957.825206137899,22969.541001632926
2016-01-08,8335.434658575052,16395.60231668906,22945.1622642222
2016-01-09,6025.663746575784,16820.550398430467,22885.926415521804
2016-01-10,7439.6852861993,17307.073601619297,22903.208918918102
2016-01-11,11029.082746077429,17790.31815859605,23066.662784076947
2016-01-12,11202.120678805717,18200.323415769035,23213.611874063852
2016-01-13,11145.532248944748,18565.175389772146,23302.69144105318
2016-01-14,10937.876892597045,18901.766501825816,23401.560806033056
2016-01-15,9761.722520438134,19193.864697049237,23507.071796837306
2016-01-16,7342.252122363558,19436.303105759234,23568.95796038678
2016-01-17,8602.985582622117,19708.789859563927,23697.729637684894
2016-01-18,12012.13022632789,19952.71011412233,23961.987710097517
2016-01-19,12028.725121948768,20104.734263671024,24195.973153730927
2016-01-20,11816.501214971102,20199.50906634557,24356.74297374232
2016-01-21,11456.97687670158,20260.55735533989,24511.776155433323
2016-01-22,10143.023988090466,20278.240959422503,24657.38030690012
2016-01-23,7607.815558864723,20230.569108107728,24667.637449279704
2016-01-24,8734.162260215715,20225.86446050244,24728.685983370637
2016-01-25,12007.592339819215,20210.94286477974,24909.2058683729
2016-01-26,11930.717855284447,20127.487303940427,25043.55326397181
2016-01-27,11643.681703459577,20013.795499239583,25090.530242623256
2016-01-28,11228.04250733858,19896.109366473596,25119.1852338481
2016-01-29,9881.78036614054,19766.836739563914,25127.59563622661
2016-01-30,7335.9118764395425,19628.099168469227,25067.48877065225
2016-01-31,8446.079842685365,19564.16277204442,25051.162880374373
2016-02-01,11705.93645238635,19521.471349164425,25148.503585046506
2016-02-02,11650.554995135257,19440.554421846424,25197.793758285356
2016-02-03,11398.689717261048,19356.74395602778,25160.297001512725
2016-02-04,11029.176245805893,19292.783749835937,25106.165231556733
2016-02-05,9742.56890866278,19237.406078233547,25035.276500389333
2016-02-06,7269.040714450632,19188.53219156623,24901.537272004258
2016-02-07,8431.429490274453,19225.04251207962,24817.35879178469
2016-02-08,11730.194948558224,19289.365185744206,24853.00398915169
2016-02-09,11732.081465726493,19318.08288253269,24849.59633648031
2016-02-10,11534.200590806864,19341.675495177235,24769.55128492539
2016-02-11,11212.941034824462,19378.439437011806,24682.630161544042
2016-02-12,9972.216194013472,19413.42189239864,24588.876212181905
2016-02-13,7542.613173787192,19441.249781181526,24442.64386439297
2016-02-14,8715.846152203243,19537.189281746567,24354.677521483427
2016-02-15,12001.226484096771,19642.215883360892,24393.836090705467
2016-02-16,11999.50598704715,19692.22460021389,24402.346868265886
2016-02-17,11788.704069939069,19716.68500185909,24342.128647228732
2016-02-18,11445.444182136434,19733.742056035397,24281.03218060898
2016-02-19,10179.72589351398,19729.36886191012,24217.910243982948
2016-02-20,7725.237352501091,19699.678415423095,24106.404353591843
2016-02-21,8845.132847675739,19721.124599574094,24054.650419557318
2016-02-22,12059.93794514429,19737.908035205986,24129.39876966289
2016-02-23,12006.502565902041,19689.65039300852,24173.524025460803
2016-02-24,11745.511330136314,19608.832810996842,24148.24379734271
2016-02-25,11355.196097926262,19516.963336520304,24119.542630560158
2016-02-26,10052.594650841933,19403.850364122274,24085.366250199364
2016-02-27,7575.002034059724,19269.319213932897,23999.149568881312
2016-02-28,8657.061752775215,19192.498398026968,23967.127298831478
2016-02-29,11830.109523068808,19121.52821351554,24054.822577847084
2016-03-01,11766.253596455483,18999.689870225862,24106.78181664362
2016-03-02,11507.5989694918,18861.6417154114,24084.654800054253
2016-03-03,11132.37878818535,18730.690626253447,24053.76580889808
2016-03-04,9862.753100813961,18598.24499420259,24012.39468897979
2016-03-05,7437.461517408034,18465.014389072665,23915.00882213639
2016-03-06,8560.29745017174,18409.476193812472,23867.142464223325
2016-03-07,11770.964683003227,18379.995772885646,23934.219842980317
2016-03-08,11774.361638922914,18319.529538571944,23963.483878687955
2016-03-09,11591.596280767544,18260.78467997472,23917.910450836385
2016-03-10,11298.610990944884,18224.722909329485,23862.904010823422
2016-03-11,10120.591535446798,18200.32019913725,23797.647899583888
2016-03-12,7795.884605477963,18185.371719147242,23678.028212344667
2016-03-13,8995.910204152206,18254.25237957676,23609.075528177866
2016-03-14,12267.576055184505,18391.069411243356,23700.906498950222
2016-03-15,12347.799472410692,18497.883584751187,23758.707699449726
2016-03-16,12236.334272351518,18603.581298007524,23746.029200429086
2016-03-17,12006.897586051084,18725.711191331753,23727.93675190092
2016-03-18,10888.184446642714,18850.24973031777,23703.830915648083
2016-03-19,8619.032814548937,18972.19922848822,23629.718868389707
2016-03-20,9839.744517167042,19163.7200193402,23610.37592790242
2016-03-21,13106.016742562277,19368.613095391956,23711.430354419655
2016-03-22,13188.650841624636,19525.264623801777,23782.3422644135
2016-03-23,13068.132340040469,19661.64775538419,23786.22536055328
2016-03-24,12818.194402894705,19794.933500644045,23787.671640038643
2016-03-25,11673.368396367703,19911.204473413178,23785.476137642232
2016-03-26,9375.324569577968,20006.159355794527,23734.944615487915
2016-03-27,10535.529762661969,20153.41346242927,23740.207301606548
2016-03-28,13720.62644847812,20298.342138179174,23866.200768585404
2016-03-29,13737.263309738886,20381.321337723675,23961.551685630693
2016-03-30,13548.369544094816,20432.93093553981,23988.64457586064
2016-03-31,13229.104322888845,20473.191813729773,24011.46085342531
2016-04-01,12020.90232810758,20491.129562852148,24028.21157248124
2016-04-02,9668.959973546698,20485.499737719692,23993.678431571156
2016-04-03,10756.211526216784,20533.18630000805,24011.67231214406
2016-04-04,13860.149620027923,20582.352514594466,24146.900252557753
2016-04-05,13822.783948703523,20575.943171487448,24247.737892898913
2016-04-06,13588.628378043493,20547.074819395795,24276.52347788301
2016-04-07,13233.066469939222,20517.904730461083,24297.38843723972
2016-04-08,12002.932653203816,20479.070245735307,24308.77306909135
2016-04-09,9645.19393879079,20430.479700949458,24265.77428261962
2016-04-10,10712.302131780054,20449.871403303547,24272.721676444417
2016-04-11,13790.519409942106,20485.350503722027,24394.902500207354
2016-04-12,13755.072656406566,20479.244724105178,24481.196663021143
2016-04-13,13529.922733286276,20463.78392164002,24494.57262360396
2016-04-14,13188.615101310199,20459.710720831295,24499.887660878838
2016-04-15,11981.463191227815,20455.709293152457,24496.267799694768
2016-04-16,9655.487654183607,20449.376236779142,24439.44731853027
2016-04-17,10731.20025952882,20516.051347180233,24434.451557299588
2016-04-18,13802.481966659554,20600.845273989242,24547.1735366517
2016-04-19,13776.970690090237,20642.943880961924,24626.869863557346
2016-04-20,13557.639718200637,20671.659650538877,24636.861548725927
2016-04-21,13216.148762301122,20704.851321006052,24642.31161707352
2016-04-22,12006.632728015255,20728.392172712392,24642.481301561256
2016-04-23,9676.88945306805,20737.352098440442,24593.077355393925
2016-04-24,10716.574257779086,20805.111569588385,24599.061162355807
2016-04-25,13728.598120340277,20874.871247023577,24726.0995376097
2016-04-26,13654.706103570845,20884.376127063257,24822.946336654564
2016-04-27,13378.813061039487,20862.290747778436,24852.374555242313
2016-04-28,12972.795743207382,20826.36200860095,24878.958407019338
2016-04-29,11696.821885062156,20762.84530534326,24901.232887526716
2016-04-30,9301.717615972982,20667.80273070492,24874.07517328719
2016-05-01,10248.50221205089,20616.394615552937,24901.66472916556
2016-05-02,13151.23643785954,20553.75808126476,25048.83067744666
2016-05-03,12949.435802077382,20402.76072265654,25177.753285505965
2016-05-04,12550.035664583893,20212.708584315875,25235.946348103596
2016-05-05,12027.688534275076,20004.75054025473,25287.19322318855
2016-05-06,10659.489430157955,19768.723009715362,25329.256884526105
2016-05-07,8211.316785131998,19504.42409895332,25316.173649327062
2016-05-08,9046.979693989671,19290.604006271653,25351.901385270416
2016-05-09,11790.404053894978,19076.048133035478,25501.22861514791
2016-05-10,11555.835514688808,18804.55844385307,25611.029106836344
2016-05-11,11142.641818671664,18510.99558515775,25642.760184928968
2016-05-12,10624.184023868593,18219.16640484268,25660.516539418433
2016-05-13,9298.079045915954,17921.197997088064,25662.22443537029
2016-05-14,6937.016911656794,17618.61658486722,25602.038996103965
2016-05-15,7782.326731828036,17391.07164861635,25584.890419090505
2016-05-16,10494.846926322747,17188.028306667995,25676.50003938072
2016-05-17,10325.285322752512,16953.344235140128,25723.789871298624
2016-05-18,9993.102202218479,16721.014204386833,25688.914945558296
2016-05-19,9567.939507295934,16513.391238980217,25637.240245388653
2016-05-20,8365.64567678946,16320.660527588247,25567.72692564386
2016-05-21,6163.6356332966125,16141.843910639624,25435.410966537307
2016-05-22,7078.935808014923,16053.378863447271,25346.828184171092
2016-05-23,9807.79094476593,16001.53796995119,25369.121513077913
2016-05-24,9736.224471404163,15926.71244326389,25349.5936365735
2016-05-25,9503.034756749581,15858.960062690896,25251.265652623908
2016-05-26,9173.803260955166,15816.647921076097,25140.77377726832
2016-05-27,8082.69049321979,15786.09851997743,25017.948596766626
2016-05-28,6012.335219641775,15762.574427938875,24838.380423306942
2016-05-29,6956.362834795562,15818.74732673355,24709.73254391061
2016-05-30,9647.701361897234,15897.8594016584,24699.952970152917
2016-05-31,9609.3038958327,15937.707475402227,24655.98679916306
2016-06-01,9401.210228138829,15965.96773831862,24540.880744516006
2016-06-02,9087.07791127725,15999.2136560509,24421.621464047068
2016-06-03,8021.686818115789,16022.669388811732,24297.93139319316
2016-06-04,5995.310432244403,16031.093254418103,24124.945374719173
2016-06-05,6880.617814988641,16097.041382779586,24010.437057086398
2016-06-06,9449.6285060562,16164.664308426802,24022.159678980814
2016-06-07,9364.528272222582,16173.276903226335,24005.741724663665
2016-06-08,9108.730879919476,16152.340380130407,23923.35925993605
2016-06-09,8745.872297822787,16120.734665509093,23841.53563908707
2016-06-10,7652.971253046608,16066.500830419553,23759.171000584516
2016-06-11,5629.228672046299,15987.510913109543,23630.34417638758
2016-06-12,6427.289219962006,15959.422907461018,23562.462864261353
