time,google.accounts:drive_used_quota_in_mb,google.accounts:gmail_used_quota_in_mb,google.accounts:gplus_photos_used_quota_in_mb,google.accounts:used_quota_in_mb
2017-02-09T00:00:00.000-0500,65551556,61105291,1345067,128017074
2017-02-10T00:00:00.000-0500,65603065,61130597,1345071,128093885
2017-02-11T00:00:00.000-0500,65646750,61138882,1345235,128146003
2017-02-12T00:00:00.000-0500,65665654,61137751,1345636,128164197
2017-02-13T00:00:00.000-0500,65889139,61183892,1346005,128434233
2017-02-14T00:00:00.000-0500,65943962,61236809,1345689,128541673
2017-02-16T00:00:00.000-0500,66155942,61315861,1346829,128833844
2017-02-17T00:00:00.000-0500,66400933,61347004,1348018,129111161
2017-02-18T00:00:00.000-0500,66444177,61353798,1350721,129163906
2017-02-21T00:00:00.000-0500,66875398,61472148,1354298,129717022
2017-02-23T00:00:00.000-0500,67039649,61546152,1354569,129955556
2017-02-24T00:00:00.000-0500,67097740,61586107,1355351,130054420
2017-02-25T00:00:00.000-0500,67116842,61584375,1355628,130072085
2017-02-27T00:00:00.000-0500,67310208,61708622,1359171,130393248
2017-02-28T00:00:00.000-0500,67437470,61739915,1367104,130559725
2017-03-01T00:00:00.000-0500,67571730,61826121,1369089,130782212
2017-03-02T00:00:00.000-0500,67767545,61843467,1370162,130996485
2017-03-03T00:00:00.000-0500,67858756,61877009,1370566,131121642
2017-03-04T00:00:00.000-0500,67902620,61887154,1370609,131175692
2017-03-06T00:00:00.000-0500,68120721,61959358,1372907,131468299
2017-03-07T00:00:00.000-0500,68231040,62025300,1373639,131645268
2017-03-08T00:00:00.000-0500,68389787,62069953,1375877,131850878
2017-03-09T00:00:00.000-0500,68481583,62129734,1379620,132006224
2017-03-10T00:00:00.000-0500,68597174,62157995,1381426,132151888
2017-03-11T00:00:00.000-0500,68612170,62162083,1382064,132171606
2017-03-12T00:00:00.000-0500,68642220,62163853,1383105,132204481
2017-03-14T00:00:00.000-0400,68781883,62234473,1388011,132419685
2017-03-16T00:00:00.000-0400,68882229,62281505,1389618,132568685
2017-03-20T00:00:00.000-0400,69172849,62406194,1394671,132989074
2017-03-21T00:00:00.000-0400,69348144,62463988,1397002,133224485
2017-03-22T00:00:00.000-0400,69499940,62510361,1400480,133426159
2017-03-23T00:00:00.000-0400,69877282,62540256,1401610,133834526
2017-03-24T00:00:00.000-0400,71166836,62577453,1402140,135161826
2017-03-25T00:00:00.000-0400,72017333,62589644,1402737,136025114
2017-03-26T00:00:00.000-0400,72956544,62600068,1404082,136976082
2017-03-27T00:00:00.000-0400,74274809,62661864,1405393,138357478
2017-03-28T00:00:00.000-0400,75681544,62715313,1405971,139818264
2017-03-29T00:00:00.000-0400,76807423,62752771,1406642,140982319
2017-03-30T00:00:00.000-0400,77944248,62784832,1413483,142158033
2017-03-31T00:00:00.000-0400,79192366,62806037,1415990,143429845
2017-04-01T00:00:00.000-0400,79594611,62815037,1417387,143842505
2017-04-02T00:00:00.000-0400,79729441,62828107,1418743,143991767
2017-04-03T00:00:00.000-0400,79960671,62882882,1423046,144282068
2017-04-04T00:00:00.000-0400,80028608,62941247,1433531,144418816
2017-04-05T00:00:00.000-0400,80194474,62967995,1436860,144614779
2017-04-06T00:00:00.000-0400,80845143,63013893,1441110,145315587
2017-04-07T00:00:00.000-0400,81540267,63058938,1447245,146061927
2017-04-08T00:00:00.000-0400,81608977,63066287,1449598,146140344
2017-04-09T00:00:00.000-0400,81671566,63078373,1455064,146220487
2017-04-10T00:00:00.000-0400,82049775,63154549,1463548,146683347
2017-04-11T00:00:00.000-0400,82282033,63217884,1466923,146982361
2017-04-12T00:00:00.000-0400,82407375,63284407,1471635,147178977
2017-04-13T00:00:00.000-0400,82627390,63317748,1472932,147433614
2017-04-14T00:00:00.000-0400,82759087,63331540,1475135,147581300
2017-04-15T00:00:00.000-0400,82863714,63337306,1475509,147692074
2017-04-16T00:00:00.000-0400,82963278,63344239,1476922,147799991
2017-04-17T00:00:00.000-0400,83170415,63391818,1481010,148058828
2017-04-18T00:00:00.000-0400,83335585,63445514,1486629,148283282
2017-04-19T00:00:00.000-0400,83535463,63516913,1490626,148558606
2017-04-20T00:00:00.000-0400,83711943,63558357,1494410,148780330
2017-04-21T00:00:00.000-0400,83845120,63584652,1499507,148944901
2017-04-22T00:00:00.000-0400,83930666,63592280,1501685,149040262
2017-04-23T00:00:00.000-0400,84116012,63609811,1516041,149257504
2017-04-24T00:00:00.000-0400,84435468,63672221,1518649,149642007
2017-04-25T00:00:00.000-0400,84626653,63730144,1523737,149896238
2017-04-26T00:00:00.000-0400,84847522,63796999,1526644,150186835
2017-04-27T00:00:00.000-0400,85105544,63837958,1532266,150491468
2017-04-28T00:00:00.000-0400,85467321,63869427,1533269,150885750
2017-04-29T00:00:00.000-0400,85538348,63879552,1535319,150968960
2017-04-30T00:00:00.000-0400,85622419,63901382,1537689,151077263
2017-05-01T00:00:00.000-0400,85818457,63965741,1541638,151341636
2017-05-02T00:00:00.000-0400,85995272,64016116,1544130,151571308
2017-05-03T00:00:00.000-0400,86080943,64047500,1548335,151692607
2017-05-04T00:00:00.000-0400,86193520,64087700,1550672,151847666
2017-05-05T00:00:00.000-0400,86366672,64118715,1553023,152054200
2017-05-06T00:00:00.000-0400,86408084,64122269,1554415,152100578
2017-05-07T00:00:00.000-0400,86632397,64131027,1555742,152334976
2017-05-08T00:00:00.000-0400,86773539,64168772,1556736,152514848
2017-05-09T00:00:00.000-0400,86972429,64198212,1563579,152750077
2017-05-10T00:00:00.000-0400,87107160,64229482,1566656,152919224
2017-05-11T00:00:00.000-0400,87210181,64256794,1569064,153051920
2017-05-12T00:00:00.000-0400,87407724,64278025,1569568,153271195
2017-05-13T00:00:00.000-0400,87427192,64280033,1570632,153293739
2017-05-14T00:00:00.000-0400,87436620,64281485,1571304,153305303
2017-05-15T00:00:00.000-0400,87505719,64306630,1574786,153403055
2017-05-16T00:00:00.000-0400,87703074,64330666,1574946,153624622
2017-05-17T00:00:00.000-0400,87789085,64353083,1576292,153734403
2017-05-18T00:00:00.000-0400,87602522,64378791,1576202,153573474
2017-05-19T00:00:00.000-0400,87542515,64393257,1576506,153528218
2017-05-20T00:00:00.000-0400,87539699,64396857,1577181,153529683
2017-05-21T00:00:00.000-0400,87435141,64408841,1578392,153438324
2017-05-22T00:00:00.000-0400,87493323,64428428,1575814,153513519
2017-05-23T00:00:00.000-0400,87528056,64444222,1578533,153566762
2017-05-24T00:00:00.000-0400,87567312,64463774,1578957,153625986
2017-05-25T00:00:00.000-0400,88328758,64488947,1581317,154414979
2017-05-26T00:00:00.000-0400,88382016,64509573,1583666,154491225
2017-05-27T00:00:00.000-0400,88381902,64514477,1579211,154491557
2017-05-28T00:00:00.000-0400,88380069,64518625,1572968,154487638
2017-05-29T00:00:00.000-0400,88383128,64527086,1571830,154498006
2017-05-30T00:00:00.000-0400,88453039,64540777,1573863,154583653
2017-05-31T00:00:00.000-0400,88540278,64572516,1575835,154704611
2017-06-01T00:00:00.000-0400,88652586,64596571,1575009,154840143
2017-06-02T00:00:00.000-0400,89544636,64616396,1576385,155753380
2017-06-03T00:00:00.000-0400,90312016,64619807,1577676,156525433
2017-06-04T00:00:00.000-0400,90387259,64626636,1577417,156607275
2017-06-05T00:00:00.000-0400,90897338,64653138,1580171,157146602
2017-06-06T00:00:00.000-0400,91098213,64680087,1588020,157382305
2017-06-07T00:00:00.000-0400,91251924,64700776,1585091,157553773
2017-06-08T00:00:00.000-0400,91333923,64719505,1587855,157657241
2017-06-09T00:00:00.000-0400,91419606,64716230,1587981,157739769
2017-06-10T00:00:00.000-0400,91531426,64717375,1588168,157852919
2017-06-11T00:00:00.000-0400,91566741,64723769,1593034,157899495
2017-06-12T00:00:00.000-0400,91755132,64720757,1593142,158085005
2017-06-13T00:00:00.000-0400,92044201,64743043,1593292,158396526
2017-06-14T00:00:00.000-0400,92136007,64764882,1595158,158512038
2017-06-15T00:00:00.000-0400,92178784,64789805,1596263,158580798
2017-06-16T00:00:00.000-0400,92221540,64808599,1596588,158642666
2017-06-17T00:00:00.000-0400,92247484,64813415,1597075,158673920
2017-06-18T00:00:00.000-0400,92258778,64818479,1597307,158690533
2017-06-19T00:00:00.000-0400,92312450,64837430,1598129,158764005
2017-06-20T00:00:00.000-0400,92386889,64853792,1600117,158856779
2017-06-21T00:00:00.000-0400,92457338,64880067,1601986,158955417
2017-06-22T00:00:00.000-0400,92549772,64901237,1602735,159069787
2017-06-23T00:00:00.000-0400,92599283,64858392,1604145,159077836
2017-06-24T00:00:00.000-0400,92614731,64862630,1604415,159097785
2017-06-25T00:00:00.000-0400,92702932,64868202,1604104,159191242
2017-07-03T00:00:00.000-0400,93024729,64963560,1610269,159614658
2017-07-04T00:00:00.000-0400,93035134,64969419,1610782,159631430
2017-07-05T00:00:00.000-0400,93020037,64996174,1612278,159644569
2017-07-06T00:00:00.000-0400,93075620,65018061,1613382,159723158
2017-07-07T00:00:00.000-0400,93144146,65034863,1613890,159809003
2017-07-08T00:00:00.000-0400,93150807,65041325,1614711,159822938
2017-07-09T00:00:00.000-0400,93628705,65045179,1620322,160310296
2017-07-11T00:00:00.000-0400,94068216,65089129,1628959,160802407
2017-07-12T00:00:00.000-0400,94172981,65125681,1629168,160943899
2017-07-14T00:00:00.000-0400,94569108,65160555,1635994,161381760
2017-07-15T00:00:00.000-0400,94588671,65166121,1654155,161425064
2017-07-16T00:00:00.000-0400,94609484,65169625,1655497,161450727
2017-07-17T00:00:00.000-0400,94704948,65201304,1659357,161581755
2017-07-21T00:00:00.000-0400,94952508,65279552,1664400,161912592
2017-07-22T00:00:00.000-0400,95007995,65284018,1664880,161973029
2017-07-27T00:00:00.000-0400,97064724,65395170,1696349,164172336
2017-07-28T00:00:00.000-0400,97084261,65405058,1698165,164203587
2017-07-29T00:00:00.000-0400,97098247,65410527,1698285,164223167
2017-07-30T00:00:00.000-0400,97127997,65416376,1698760,164259255
2017-07-31T00:00:00.000-0400,97777553,65438789,1700497,164932984
2017-08-01T00:00:00.000-0400,99164436,65466755,1701707,166349029
2017-08-02T00:00:00.000-0400,100158901,65495112,1702318,167372486
2017-08-03T00:00:00.000-0400,100720868,65517196,1703797,167958012
2017-08-04T00:00:00.000-0400,101401598,65543142,1707787,168668669
2017-08-05T00:00:00.000-0400,101412919,65543898,1707989,168680954
2017-08-06T00:00:00.000-0400,101464082,65552415,1710189,168742825
2017-08-12T00:00:00.000-0400,102170857,65696039,1726714,169609763
2017-08-13T00:00:00.000-0400,102181438,65707029,1730706,169635318
2017-08-14T00:00:00.000-0400,102311678,65743247,1740620,169811662
2017-08-18T00:00:00.000-0400,106132224,65927188,1744557,173820118
2017-08-19T00:00:00.000-0400,106950212,65909912,1745076,174621367
2017-08-20T00:00:00.000-0400,107752806,65922506,1746528,175437992
2017-08-21T00:00:00.000-0400,108595327,65993352,1749585,176354456
2017-08-22T00:00:00.000-0400,108885763,66039185,1750377,176691542
2017-08-23T00:00:00.000-0400,108960447,66100543,1752404,176829627
2017-08-24T00:00:00.000-0400,109011400,66131045,1754439,176913159
2017-08-25T00:00:00.000-0400,109017320,66129097,1754988,176917694
2017-08-27T00:00:00.000-0400,109098734,66166245,1754050,177035320
2017-08-28T00:00:00.000-0400,109212272,66235681,1756788,177221004
2017-08-30T00:00:00.000-0400,109884582,66312777,1813126,178026734
2017-08-31T00:00:00.000-0400,110010889,66332568,1812979,178172693
2017-09-01T00:00:00.000-0400,110061502,66360587,1815213,178253575
2017-09-03T00:00:00.000-0400,110887326,66376319,1816174,179096118
2017-09-05T00:00:00.000-0400,111921103,66447628,1822337,180207381
2017-09-06T00:00:00.000-0400,112043786,66503356,1824030,180387527
2017-09-07T00:00:00.000-0400,112080476,66505995,1824388,180427221
2017-09-08T00:00:00.000-0400,112226795,66536853,1824697,180604736
2017-09-09T00:00:00.000-0400,112271974,66544492,1824335,180657175
2017-09-10T00:00:00.000-0400,112399328,66561403,1832029,180809116
2017-09-11T00:00:00.000-0400,112526606,66613210,1835088,180991195
2017-09-12T00:00:00.000-0400,112653404,66671317,1835942,181177024
2017-09-13T00:00:00.000-0400,112764399,66740678,1837174,181358667
2017-09-14T00:00:00.000-0400,112905371,66775645,1838628,181536074
2017-09-15T00:00:00.000-0400,113099762,66817732,1841757,181775684
2017-09-16T00:00:00.000-0400,113158368,66822712,1841081,181838574
2017-09-17T00:00:00.000-0400,113225539,66833179,1841520,181916633
2017-09-18T00:00:00.000-0400,113332357,66929057,1842510,182120262
2017-09-19T00:00:00.000-0400,113439318,66968741,1843097,182267498
2017-09-20T00:00:00.000-0400,113516778,67024816,1844060,182402004
2017-09-21T00:00:00.000-0400,113667837,67057030,1844404,182585604
2017-09-22T00:00:00.000-0400,113855506,67064184,1845438,182781470
2017-09-23T00:00:00.000-0400,113893319,67071287,1845514,182826468
2017-09-24T00:00:00.000-0400,119353799,67085109,1846010,188301276
2017-09-25T00:00:00.000-0400,122222286,67134398,1846739,191219745
2017-09-26T00:00:00.000-0400,122326607,67214234,1848930,191406153
2017-09-27T00:00:00.000-0400,122390090,67276641,1849441,191532565
2017-09-28T00:00:00.000-0400,122690755,67326245,1849253,191882664
2017-09-29T00:00:00.000-0400,122766696,67380940,1849863,192013922
2017-09-30T00:00:00.000-0400,122809408,67394221,1850003,192070063
2017-10-01T00:00:00.000-0400,122869255,67411855,1850477,192148025
2017-10-02T00:00:00.000-0400,123019773,67493994,1852426,192382648
2017-10-03T00:00:00.000-0400,123143855,67541615,1853083,192555031
2017-10-04T00:00:00.000-0400,123299899,67627191,1854906,192798555
2017-10-05T00:00:00.000-0400,123349840,67703675,1855506,192925607
2017-10-06T00:00:00.000-0400,123450516,67738145,1856008,193061195
2017-10-07T00:00:00.000-0400,123460875,67745153,1856723,193079257
2017-10-08T00:00:00.000-0400,123479604,67755149,1858331,193109582
2017-10-09T00:00:00.000-0400,123581514,67782297,1858356,193238698
2017-10-10T00:00:00.000-0400,123715313,67814844,1859345,193406080
2017-10-11T00:00:00.000-0400,123830666,67899600,1862217,193609092
2017-10-12T00:00:00.000-0400,124049451,67937302,1863178,193866527
2017-10-13T00:00:00.000-0400,124252149,67969409,1863861,194102049
2017-10-14T00:00:00.000-0400,124317760,67973750,1864772,194172928
2017-10-15T00:00:00.000-0400,124444254,67990144,1865821,194316872
2017-10-16T00:00:00.000-0400,124559194,68052998,1872439,194501292
2017-10-17T00:00:00.000-0400,124653544,68114718,1875444,194660342
2017-10-18T00:00:00.000-0400,124756689,68183520,1884714,194841551
2017-10-19T00:00:00.000-0400,124851507,68214568,1889333,194972044
2017-10-20T00:00:00.000-0400,124928083,68252940,1893226,195090891
2017-10-21T00:00:00.000-0400,125330481,68286069,1903099,195536286
2017-10-22T00:00:00.000-0400,107837699,68300075,1903438,178057860
2017-10-23T00:00:00.000-0400,98513134,68357411,1904089,168791266
2017-10-24T00:00:00.000-0400,99769747,68479891,1908534,170174798
2017-10-25T00:00:00.000-0400,100597320,68527771,1920855,171062596
2017-10-26T00:00:00.000-0400,101909775,68577379,1922194,172425988
2017-10-27T00:00:00.000-0400,103111258,68615182,1924075,173667179
2017-10-28T00:00:00.000-0400,103751040,68622774,1948781,174339253
2017-10-29T00:00:00.000-0400,104421061,68637520,1950936,175026162
2017-10-30T00:00:00.000-0400,105120572,68701980,1951821,175790982
2017-10-31T00:00:00.000-0400,105809373,68769951,1954845,176550798
2017-11-01T00:00:00.000-0400,106670404,68864964,1957328,177509370
2017-11-02T00:00:00.000-0400,106990766,68886354,1957466,177851263
2017-11-03T00:00:00.000-0400,107589202,68913444,1958171,178477484
2017-11-04T00:00:00.000-0400,108111799,68920207,1957972,179006647
2017-11-05T00:00:00.000-0400,108598702,68938435,1959169,179512986
2017-11-06T00:00:00.000-0500,108830469,69101599,1961336,179910179
2017-11-07T00:00:00.000-0500,109030108,69181028,1963860,180191822
2017-11-08T00:00:00.000-0500,109148137,69229164,1966080,180360176
2017-11-09T00:00:00.000-0500,109193928,69257279,1968035,180436052
2017-11-10T00:00:00.000-0500,109294974,69305748,1976169,180593691
2017-11-11T00:00:00.000-0500,109320447,69309890,1976340,180623478
2017-11-12T00:00:00.000-0500,109523340,69368940,1977960,180887070
2017-11-13T00:00:00.000-0500,109606880,69405576,1979761,181009079
2017-11-14T00:00:00.000-0500,109716006,69471663,1981245,181185810
2017-11-15T00:00:00.000-0500,109847119,69520622,1986564,181371245
2017-11-16T00:00:00.000-0500,109974092,69549001,1988115,181528160
2017-11-17T00:00:00.000-0500,110137687,69584534,1989696,181728873
2017-11-18T00:00:00.000-0500,110225080,69568787,1990030,181800825
2017-11-19T00:00:00.000-0500,110404928,69609293,1991925,182023059
2017-11-20T00:00:00.000-0500,110523216,69630574,1992467,182163193
2017-11-22T00:00:00.000-0500,110792498,69687326,1995912,182492650
2017-11-23T00:00:00.000-0500,110798791,69692487,1996311,182504508
2017-11-24T00:00:00.000-0500,110818388,69703855,1996586,182535754
2017-11-25T00:00:00.000-0500,110871488,69714860,1997205,182600493
2017-11-26T00:00:00.000-0500,111099506,69754141,1999116,182869693
2017-11-27T00:00:00.000-0500,111895984,69801132,1999838,183713912
2017-11-28T00:00:00.000-0500,112791623,69868548,2001574,184678709
2017-11-29T00:00:00.000-0500,113175372,69909893,2002942,185105185
2017-11-30T00:00:00.000-0500,113728713,69952172,2003374,185701234
2017-12-01T00:00:00.000-0500,114111052,69980921,2004272,186113220
2017-12-02T00:00:00.000-0500,114579448,69991507,2005864,186593804
2017-12-03T00:00:00.000-0500,115037532,70005036,2006289,187065856
2017-12-04T00:00:00.000-0500,115266724,70041214,2007359,187332310
2017-12-05T00:00:00.000-0500,115418676,70081063,2009379,187526133
2017-12-06T00:00:00.000-0500,115470221,70109762,2011065,187608082
2017-12-07T00:00:00.000-0500,115492217,70120566,2010999,187640833
2017-12-11T00:00:00.000-0500,115642755,70166543,2013968,187840341
2017-12-17T00:00:00.000-0500,116121219,70291836,2023902,188453997
2017-12-18T00:00:00.000-0500,116178346,70309426,2025583,188530411
2017-12-19T00:00:00.000-0500,116213420,70360709,2025604,188616824
2017-12-20T00:00:00.000-0500,116462486,70378458,2029701,188887765
2017-12-21T00:00:00.000-0500,116972207,70380887,2030330,189400520
2017-12-22T00:00:00.000-0500,117819718,70389604,2030004,190256396
2017-12-23T00:00:00.000-0500,118646184,70389199,2030754,191083202
2017-12-24T00:00:00.000-0500,119820447,70391047,2032369,192260929
2017-12-25T00:00:00.000-0500,120929104,70388466,2034062,193368706
2017-12-26T00:00:00.000-0500,122330697,70393064,2039696,194780543
2017-12-27T00:00:00.000-0500,123189124,70397648,2042437,195646311
2017-12-28T00:00:00.000-0500,123645050,70402277,2046556,196110980
2017-12-29T00:00:00.000-0500,124025231,70405367,2046643,196494328
2017-12-30T00:00:00.000-0500,124404628,70399818,2046792,196868313
2017-12-31T00:00:00.000-0500,124947287,70402065,2047089,197413527
2018-01-01T00:00:00.000-0500,125169168,70401973,2047455,197635691
2018-01-02T00:00:00.000-0500,125188029,70417224,2049836,197672165
2018-01-03T00:00:00.000-0500,125226295,70444688,2050249,197738277
2018-01-04T00:00:00.000-0500,125244648,70454107,2052116,197767935
2018-01-05T00:00:00.000-0500,125290600,70484435,2058360,197850462
2018-01-06T00:00:00.000-0500,125297187,70490198,2058501,197862951
2018-01-07T00:00:00.000-0500,125317263,70505475,2058752,197898549
2018-01-08T00:00:00.000-0500,125358321,70563195,2059658,197998257
2018-01-09T00:00:00.000-0500,125440017,70795686,2060720,198313524
2018-01-10T00:00:00.000-0500,125577604,70838579,2063666,198496941
2018-01-11T00:00:00.000-0500,125652305,70845688,2063118,198578200
2018-01-12T00:00:00.000-0500,125764340,70879187,2063019,198723630
2018-01-13T00:00:00.000-0500,125788735,70883610,2063310,198752751
2018-01-14T00:00:00.000-0500,125897326,70881599,2063865,198859891
2018-01-15T00:00:00.000-0500,125960426,70897254,2064365,198939135
2018-01-16T00:00:00.000-0500,126031844,70956286,2064946,199070174
2018-01-17T00:00:00.000-0500,126061609,70979798,2068250,199126755
2018-01-18T00:00:00.000-0500,126114931,71005670,2071992,199209713
2018-01-19T00:00:00.000-0500,126291808,71045270,2074852,199429085
2018-01-20T00:00:00.000-0500,126300992,71049342,2074906,199442403
2018-01-24T00:00:00.000-0500,126556737,71205749,2075071,199854747
2018-01-25T00:00:00.000-0500,126775187,71257731,2079230,200129333
2018-01-28T00:00:00.000-0500,126927659,71291822,2082917,200319608
2018-01-29T00:00:00.000-0500,127090537,71381857,2090762,200580376
2018-01-30T00:00:00.000-0500,127214925,71420849,2096985,200749993
2018-01-31T00:00:00.000-0500,127310273,71473878,2096117,200897493
2018-02-01T00:00:00.000-0500,127415086,71527559,2099374,201059243
2018-02-02T00:00:00.000-0500,127686842,71564148,2100219,201368420
2018-02-03T00:00:00.000-0500,127432972,71571652,2100805,201122621
2018-02-04T00:00:00.000-0500,127472098,71576542,2106072,201171911
2018-02-05T00:00:00.000-0500,127556127,71628877,2107866,201310084
2018-02-06T00:00:00.000-0500,127576633,71698200,2110098,201402172
2018-02-07T00:00:00.000-0500,127637473,71751955,2114193,201520845
2018-02-08T00:00:00.000-0500,127757205,71785264,2109076,201668805
2018-02-09T00:00:00.000-0500,127838629,71826159,2109788,201791863
2018-02-10T00:00:00.000-0500,127863433,71827555,2110464,201818750
2018-02-11T00:00:00.000-0500,127911059,71843896,2112740,201884984
2018-02-14T00:00:00.000-0500,128363272,72050997,2127813,202559421
2018-02-15T00:00:00.000-0500,128315058,72040414,2122956,202495706
2018-02-16T00:00:00.000-0500,128480485,72106114,2130169,202734075
2018-02-17T00:00:00.000-0500,128557812,72123097,2134462,202832688
2018-02-18T00:00:00.000-0500,128675384,72147600,2137012,202977327
2018-02-20T00:00:00.000-0500,128956396,72231640,2138255,203343667
2018-02-21T00:00:00.000-0500,129058470,72286046,2139938,203501859
2018-02-22T00:00:00.000-0500,129146618,72328611,2145282,203637936
2018-02-23T00:00:00.000-0500,129346406,72382314,2146566,203892670
2018-02-24T00:00:00.000-0500,129384622,72393398,2148034,203943444
2018-02-25T00:00:00.000-0500,129451171,72416923,2150844,204036344
2018-02-26T00:00:00.000-0500,129662418,72508567,2151755,204340108
2018-02-27T00:00:00.000-0500,129799276,72556145,2153041,204525847
2018-02-28T00:00:00.000-0500,129938698,72648213,2155557,204759874
2018-03-01T00:00:00.000-0500,130004143,72685644,2158186,204865433
2018-03-02T00:00:00.000-0500,130114088,72712269,2158810,205002614
2018-03-03T00:00:00.000-0500,130144592,72717703,2159109,205038849
2018-03-04T00:00:00.000-0500,130263534,72713381,2159415,205153765
2018-03-05T00:00:00.000-0500,130319842,72712930,2160100,205210307
2018-03-06T00:00:00.000-0500,130361915,72729435,2163095,205271883
2018-03-07T00:00:00.000-0500,130426521,72757142,2163203,205364333
2018-03-08T00:00:00.000-0500,130517623,72782427,2163838,205481375
2018-03-09T00:00:00.000-0500,130559971,72799102,2165418,205541969
2018-03-10T00:00:00.000-0500,130614730,72806906,2166096,205605208
2018-03-11T00:00:00.000-0500,130719442,72831022,2168250,205736161
2018-03-15T00:00:00.000-0400,131128193,73113419,2182097,206441250
2018-03-16T00:00:00.000-0400,131156498,73197043,2183358,206554480
2018-03-17T00:00:00.000-0400,131225332,73206611,2183691,206633212
2018-03-18T00:00:00.000-0400,131319725,73224882,2184356,206746574
2018-03-19T00:00:00.000-0400,131426109,73282696,2190780,206917198
2018-03-20T00:00:00.000-0400,131543791,73343169,2192855,207097425
2018-03-21T00:00:00.000-0400,131650526,73406640,2195625,207270390
2018-03-22T00:00:00.000-0400,131743053,73452670,2199319,207412684
2018-03-23T00:00:00.000-0400,131815171,73531874,2201733,207566391
2018-03-24T00:00:00.000-0400,131870855,73544592,2201975,207635032
2018-03-25T00:00:00.000-0400,131986406,73565018,2202338,207771395
2018-03-26T00:00:00.000-0400,132118548,73617932,2206173,207960277
2018-03-27T00:00:00.000-0400,132265801,73675231,2211423,208170099
2018-03-28T00:00:00.000-0400,132355192,73717749,2213182,208303749
2018-03-29T00:00:00.000-0400,132474282,73757429,2216448,208465806
2018-03-30T00:00:00.000-0400,132584065,73771195,2218390,208591317
2018-03-31T00:00:00.000-0400,132660831,73779753,2218649,208676915
2018-04-01T00:00:00.000-0400,132712084,73789519,2220969,208740267
2018-04-02T00:00:00.000-0400,132808756,73848809,2221163,208896402
2018-04-03T00:00:00.000-0400,132981603,73902652,2221311,209123244
2018-04-04T00:00:00.000-0400,133187887,73947606,2222034,209375161
2018-04-05T00:00:00.000-0400,133407240,74003777,2223660,209652311
2018-04-06T00:00:00.000-0400,133549190,74055151,2223982,209845927
2018-04-07T00:00:00.000-0400,133620866,74068062,2225260,209931802
2018-04-08T00:00:00.000-0400,133710524,74084183,2226098,210038444
2018-04-09T00:00:00.000-0400,133840689,74150350,2228788,210237525
2018-04-10T00:00:00.000-0400,134069592,74199902,2231307,210518472
2018-04-11T00:00:00.000-0400,134215182,74248713,2241417,210722994
2018-04-12T00:00:00.000-0400,134317844,74301551,2248230,210885403
2018-04-13T00:00:00.000-0400,134464195,74333456,2251233,211066680
2018-04-14T00:00:00.000-0400,134550923,74344983,2252599,211166312
2018-04-15T00:00:00.000-0400,134665203,74360959,2255910,211299886
2018-04-16T00:00:00.000-0400,134871216,74407207,2257854,211554086
2018-04-17T00:00:00.000-0400,135047570,74474735,2260565,211800700
2018-04-18T00:00:00.000-0400,135273479,74543821,2262697,212097835
2018-04-19T00:00:00.000-0400,135376660,74588021,2272568,212255117
2018-04-20T00:00:00.000-0400,135448417,74670701,2273776,212410798
2018-04-21T00:00:00.000-0400,135535049,74682266,2274998,212510233
2018-04-22T00:00:00.000-0400,135642275,74697731,2281072,212639027
2018-04-23T00:00:00.000-0400,135907147,74751817,2283773,212960706
2018-04-24T00:00:00.000-0400,136072962,74807372,2284103,213182431
2018-04-25T00:00:00.000-0400,136342247,74873471,2287525,213521239
2018-04-26T00:00:00.000-0400,136496925,74910867,2288219,213714017
2018-04-27T00:00:00.000-0400,136665644,74954837,2288309,213926838
2018-04-28T00:00:00.000-0400,136708659,74963846,2290181,213980732
2018-04-29T00:00:00.000-0400,136766367,74978894,2290557,214053852
2018-04-30T00:00:00.000-0400,136966288,75019641,2299996,214303983
2018-05-01T00:00:00.000-0400,137162152,75060282,2300264,214540733
2018-05-02T00:00:00.000-0400,137199574,75094609,2301139,214613349
2018-05-03T00:00:00.000-0400,137247322,75129664,2301576,214696606
2018-05-04T00:00:00.000-0400,137362139,75152623,2301944,214834733
2018-05-05T00:00:00.000-0400,137381624,75162796,2302298,214864746
2018-05-06T00:00:00.000-0400,137411899,75168052,2302320,214900318
2018-05-07T00:00:00.000-0400,137511690,75189238,2302380,215021351
2018-05-08T00:00:00.000-0400,137597443,75215028,2304246,215134789
2018-05-09T00:00:00.000-0400,137641082,75244149,2304423,215207728
2018-05-11T00:00:00.000-0400,137752720,75286732,2304606,215362133
2018-05-12T00:00:00.000-0400,137803664,75283064,2304645,215409457
2018-05-13T00:00:00.000-0400,137825640,75288324,2307715,215439774
2018-05-14T00:00:00.000-0400,137929265,75287285,2310819,215545481
2018-05-15T00:00:00.000-0400,138492263,75319996,2316518,216146890
2018-05-16T00:00:00.000-0400,138546734,75349547,2317123,216231482
2018-05-17T00:00:00.000-0400,138658962,75376562,2331076,216384703
2018-05-18T00:00:00.000-0400,138683773,75401208,2331120,216434186
2018-05-19T00:00:00.000-0400,138709136,75408645,2331395,216467278
2018-05-20T00:00:00.000-0400,138725765,75414951,2342699,216501503
2018-05-21T00:00:00.000-0400,138785227,75443964,2347251,216594545
2018-05-22T00:00:00.000-0400,138974118,75470217,2347560,216809989
2018-05-23T00:00:00.000-0400,139016043,75481750,2348103,216863974
