time,average_meeting_minutes,average_meeting_minutes_with_11_to_15_calls,average_meeting_minutes_with_16_to_25_calls,average_meeting_minutes_with_26_to_50_calls,average_meeting_minutes_with_2_calls,average_meeting_minutes_with_3_to_5_calls,average_meeting_minutes_with_6_to_10_calls,lonely_meetings,max_concurrent_usage_chromebase,max_concurrent_usage_chromebox,num_1day_active_users,num_30day_active_users,num_7day_active_users,num_calls,num_calls_android,num_calls_by_external_users,num_calls_by_internal_users,num_calls_by_pstn_in_users,num_calls_by_pstn_out_users,num_calls_chromebase,num_calls_chromebox,num_calls_ios,num_calls_jamboard,num_calls_unknown_client,num_calls_web,num_meetings,num_meetings_android,num_meetings_chromebase,num_meetings_chromebox,num_meetings_ios,num_meetings_jamboard,num_meetings_unknown_client,num_meetings_web,num_meetings_with_11_to_15_calls,num_meetings_with_16_to_25_calls,num_meetings_with_26_to_50_calls,num_meetings_with_2_calls,num_meetings_with_3_to_5_calls,num_meetings_with_6_to_10_calls,num_meetings_with_external_users,num_meetings_with_pstn_in_users,num_meetings_with_pstn_out_users,total_call_minutes,total_call_minutes_android,total_call_minutes_by_external_users,total_call_minutes_by_internal_users,total_call_minutes_by_pstn_in_users,total_call_minutes_by_pstn_out_users,total_call_minutes_chromebase,total_call_minutes_chromebox,total_call_minutes_ios,total_call_minutes_jamboard,total_call_minutes_unknown_client,total_call_minutes_web,total_meeting_minutes,date,year,month
2018-03-24T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/24/2018,2018,3
2018-03-25T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/25/2018,2018,3
2018-03-26T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/26/2018,2018,3
2018-03-27T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/27/2018,2018,3
2018-03-28T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/28/2018,2018,3
2018-03-29T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/29/2018,2018,3
2018-03-30T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/30/2018,2018,3
2018-04-01T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/1/2018,2018,4
2018-04-02T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/2/2018,2018,4
2018-04-03T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/3/2018,2018,4
2018-04-04T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/4/2018,2018,4
2018-04-05T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/5/2018,2018,4
2018-04-06T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/6/2018,2018,4
2018-04-07T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/7/2018,2018,4
2018-04-08T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/8/2018,2018,4
2018-04-09T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/9/2018,2018,4
2018-04-10T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/10/2018,2018,4
2018-04-11T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/11/2018,2018,4
