time,average_meeting_minutes,average_meeting_minutes_with_11_to_15_calls,average_meeting_minutes_with_16_to_25_calls,average_meeting_minutes_with_26_to_50_calls,average_meeting_minutes_with_2_calls,average_meeting_minutes_with_3_to_5_calls,average_meeting_minutes_with_6_to_10_calls,lonely_meetings,max_concurrent_usage_chromebase,max_concurrent_usage_chromebox,num_1day_active_users,num_30day_active_users,num_7day_active_users,num_calls,num_calls_android,num_calls_by_external_users,num_calls_by_internal_users,num_calls_by_pstn_in_users,num_calls_by_pstn_out_users,num_calls_chromebase,num_calls_chromebox,num_calls_ios,num_calls_jamboard,num_calls_unknown_client,num_calls_web,num_meetings,num_meetings_android,num_meetings_chromebase,num_meetings_chromebox,num_meetings_ios,num_meetings_jamboard,num_meetings_unknown_client,num_meetings_web,num_meetings_with_11_to_15_calls,num_meetings_with_16_to_25_calls,num_meetings_with_26_to_50_calls,num_meetings_with_2_calls,num_meetings_with_3_to_5_calls,num_meetings_with_6_to_10_calls,num_meetings_with_external_users,num_meetings_with_pstn_in_users,num_meetings_with_pstn_out_users,total_call_minutes,total_call_minutes_android,total_call_minutes_by_external_users,total_call_minutes_by_internal_users,total_call_minutes_by_pstn_in_users,total_call_minutes_by_pstn_out_users,total_call_minutes_chromebase,total_call_minutes_chromebox,total_call_minutes_ios,total_call_minutes_jamboard,total_call_minutes_unknown_client,total_call_minutes_web,total_meeting_minutes,date,year,month
2018-04-12T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/12/2018,2018,4
2018-04-13T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/13/2018,2018,4
2018-04-14T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/14/2018,2018,4
2018-04-15T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/15/2018,2018,4
2018-04-16T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/16/2018,2018,4
2018-04-17T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/17/2018,2018,4
2018-04-18T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/18/2018,2018,4
2018-04-19T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/19/2018,2018,4
2018-04-20T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/20/2018,2018,4
2018-04-21T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/21/2018,2018,4
2018-04-22T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/22/2018,2018,4
2018-04-23T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/23/2018,2018,4
2018-04-24T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/24/2018,2018,4
2018-04-25T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/25/2018,2018,4
2018-04-26T00:00:00.000-0400,26,0,0,0,0,26,0,0,0,0,1,1,1,4,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,89,20,68,20,0,0,0,0,0,0,0,0,26,4/26/2018,2018,4
2018-04-27T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/27/2018,2018,4
2018-04-28T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/28/2018,2018,4
2018-04-29T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/29/2018,2018,4
2018-04-30T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/30/2018,2018,4
2018-05-01T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/1/2018,2018,5
2018-05-02T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/2/2018,2018,5
2018-05-03T00:00:00.000-0400,48,0,0,0,0,48,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,148,0,148,0,0,0,0,0,0,0,0,0,48,5/3/2018,2018,5
2018-05-04T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/4/2018,2018,5
2018-05-05T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/5/2018,2018,5
2018-05-06T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/6/2018,2018,5
2018-05-07T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/7/2018,2018,5
2018-05-08T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/8/2018,2018,5
2018-05-09T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/9/2018,2018,5
2018-05-10T00:00:00.000-0400,57,0,0,0,0,57,0,0,0,0,1,1,1,5,1,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,235,46,189,46,0,0,0,0,0,0,0,0,57,5/10/2018,2018,5
2018-05-11T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/11/2018,2018,5
2018-05-12T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/12/2018,2018,5
2018-05-13T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/13/2018,2018,5
2018-05-14T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/14/2018,2018,5
2018-05-15T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/15/2018,2018,5
2018-05-16T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/16/2018,2018,5
2018-05-17T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/17/2018,2018,5
2018-05-18T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/18/2018,2018,5
2018-05-19T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/19/2018,2018,5
2018-05-20T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/20/2018,2018,5
2018-05-21T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/21/2018,2018,5
2018-05-22T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/22/2018,2018,5
2018-05-23T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/23/2018,2018,5
2018-05-24T00:00:00.000-0400,0,0,0,0,0,0,0,6,0,0,5,6,5,6,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,5/24/2018,2018,5
2018-05-25T00:00:00.000-0400,42,0,0,0,23,0,62,2,0,0,4,10,9,11,0,5,6,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,463,0,295,167,0,0,0,0,0,0,0,167,85,5/25/2018,2018,5
2018-05-26T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/26/2018,2018,5
2018-05-27T00:00:00.000-0400,0,0,0,0,0,0,0,1,0,0,1,11,10,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/27/2018,2018,5
2018-05-28T00:00:00.000-0400,40,0,0,0,56,9,0,3,0,0,6,17,16,12,0,2,10,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,3,0,0,0,2,1,0,1,0,0,272,0,13,259,0,0,0,0,0,0,0,259,122,5/28/2018,2018,5
2018-05-29T00:00:00.000-0400,37,0,0,0,40,30,0,9,0,0,22,36,35,36,0,2,32,1,1,0,0,0,0,0,32,9,0,0,0,0,0,0,9,0,0,0,6,3,0,2,1,1,959,0,42,886,31,0,0,0,0,0,0,886,337,5/29/2018,2018,5
2018-05-30T00:00:00.000-0400,32,0,0,0,27,58,0,6,0,0,12,45,44,21,0,2,17,2,0,0,0,0,0,0,17,6,0,0,0,0,0,0,6,0,0,0,5,1,0,1,2,0,555,0,107,403,44,0,0,0,0,0,0,403,193,5/30/2018,2018,5
2018-05-31T00:00:00.000-0400,25,0,0,0,24,27,24,8,0,0,21,60,54,34,0,5,26,3,0,0,0,2,0,0,24,8,0,0,0,1,0,0,8,0,0,0,4,3,1,2,2,0,883,0,63,813,5,0,0,0,24,0,0,789,203,5/31/2018,2018,5
2018-06-01T00:00:00.000-0400,52,0,0,0,60,6,0,4,0,0,13,65,57,23,0,0,23,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,7,0,0,0,6,1,0,0,0,0,782,0,0,782,0,0,0,0,0,0,0,782,368,6/1/2018,2018,6
2018-06-02T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,65,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/2/2018,2018,6
2018-06-03T00:00:00.000-0400,112,0,0,0,112,0,0,3,0,0,4,67,58,5,0,0,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,241,0,0,241,0,0,0,0,0,0,0,241,112,6/3/2018,2018,6
2018-06-04T00:00:00.000-0400,21,0,0,0,7,48,0,7,0,0,10,75,63,16,0,1,14,0,1,0,0,0,0,0,14,3,0,0,0,0,0,0,3,0,0,0,2,1,0,1,0,1,268,0,1,266,0,0,0,0,0,0,0,266,63,6/4/2018,2018,6
2018-06-05T00:00:00.000-0400,26,0,0,0,24,21,40,2,0,0,16,84,57,27,0,0,25,2,0,0,0,0,0,0,25,7,0,0,0,0,0,0,7,0,0,0,5,1,1,0,2,0,602,0,0,551,50,0,0,0,0,0,0,551,184,6/5/2018,2018,6
2018-06-06T00:00:00.000-0400,27,0,0,0,25,31,0,7,0,0,26,101,66,34,0,0,31,1,2,0,0,0,0,0,31,11,0,0,0,0,0,0,11,0,0,0,8,3,0,0,1,2,832,0,0,799,31,1,0,0,0,0,0,799,301,6/6/2018,2018,6
2018-06-07T00:00:00.000-0400,45,0,0,0,34,56,96,10,0,0,35,121,81,53,0,4,47,1,1,0,0,0,0,0,47,14,0,0,0,0,0,0,14,0,0,0,9,4,1,3,1,1,1793,0,162,1614,16,0,0,0,0,0,0,1614,636,6/7/2018,2018,6
2018-06-08T00:00:00.000-0400,40,82,0,0,27,50,0,9,0,0,25,133,94,53,0,3,36,12,2,0,0,0,0,0,36,10,0,0,0,0,0,0,10,1,0,0,6,3,0,2,2,2,1825,0,190,1124,509,0,0,0,0,0,0,1124,400,6/8/2018,2018,6
2018-06-09T00:00:00.000-0400,96,0,0,0,96,0,0,3,0,0,4,133,95,5,0,0,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,202,0,0,202,0,0,0,0,0,0,0,202,96,6/9/2018,2018,6
2018-06-10T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,133,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/10/2018,2018,6
2018-06-14T00:00:00.000-0400,34,0,0,0,22,88,17,4,0,0,18,180,96,24,1,0,21,2,1,0,0,1,0,0,19,5,1,0,0,0,0,0,5,0,0,0,3,1,1,0,1,1,621,2,0,587,32,1,0,0,0,0,0,585,173,6/14/2018,2018,6
2018-06-15T00:00:00.000-0400,24,0,0,0,15,47,17,7,0,0,21,184,86,47,0,5,38,4,0,0,0,0,0,0,38,12,0,0,0,0,0,0,12,0,0,0,8,3,1,3,2,0,935,0,155,742,38,0,0,0,0,0,0,742,288,6/15/2018,2018,6
2018-06-16T00:00:00.000-0400,10,0,0,0,10,0,0,1,0,0,3,187,87,3,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0,0,21,10,6/16/2018,2018,6
2018-06-17T00:00:00.000-0400,18,0,0,0,19,17,0,3,0,0,8,191,91,15,0,2,12,0,1,0,0,0,0,0,12,5,0,0,0,0,0,0,5,0,0,0,4,1,0,2,0,1,241,0,63,174,0,4,0,0,0,0,0,174,94,6/17/2018,2018,6
2018-06-18T00:00:00.000-0400,14,0,0,0,10,27,37,8,0,0,27,198,93,71,1,10,56,3,2,0,0,4,0,0,51,20,1,0,0,2,0,0,20,0,0,0,16,3,1,6,1,2,799,16,130,623,44,0,0,0,13,0,0,593,284,6/18/2018,2018,6
2018-06-19T00:00:00.000-0400,26,0,0,0,20,39,48,10,0,0,25,204,90,54,0,4,46,4,0,0,0,0,0,0,46,14,0,0,0,0,0,0,14,0,0,0,10,3,1,3,2,0,1208,0,171,943,92,0,0,0,0,0,0,943,368,6/19/2018,2018,6
2018-06-20T00:00:00.000-0400,16,0,0,0,18,7,20,8,0,0,23,211,80,52,0,6,37,4,5,0,0,2,0,0,35,16,0,0,0,0,0,0,15,0,0,0,13,2,1,4,2,3,854,0,88,656,107,1,0,0,0,0,0,656,270,6/20/2018,2018,6
2018-06-21T00:00:00.000-0400,44,0,0,0,47,50,22,4,0,0,27,218,88,53,0,3,45,5,0,0,0,1,0,0,44,11,0,0,0,1,0,0,11,0,0,0,3,6,2,3,3,0,1771,0,103,1559,108,0,0,0,56,0,0,1502,487,6/21/2018,2018,6
2018-06-22T00:00:00.000-0400,33,0,0,0,30,14,76,3,0,0,18,222,88,38,0,9,27,2,0,0,0,1,0,0,26,10,0,0,0,1,0,0,10,0,0,0,8,1,1,1,1,0,1137,0,384,740,11,0,0,0,72,0,0,667,331,6/22/2018,2018,6
2018-06-23T00:00:00.000-0400,0,0,0,0,0,0,0,1,0,0,1,218,85,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,22,0,6/23/2018,2018,6
2018-06-24T00:00:00.000-0400,0,0,0,0,0,0,0,1,0,0,1,218,84,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/24/2018,2018,6
2018-06-25T00:00:00.000-0400,7,0,0,0,7,0,0,10,0,0,12,221,78,22,1,2,20,0,0,0,0,0,0,0,19,5,1,0,0,0,0,0,5,0,0,0,5,0,0,1,0,0,278,0,55,223,0,0,0,0,0,0,0,223,37,6/25/2018,2018,6
2018-06-26T00:00:00.000-0400,22,0,0,0,20,25,0,8,0,0,16,224,69,30,0,0,29,1,0,0,0,0,0,0,29,7,0,0,0,0,0,0,7,0,0,0,4,3,0,0,1,0,489,0,0,488,1,0,0,0,0,0,0,488,157,6/26/2018,2018,6
2018-06-27T00:00:00.000-0400,27,0,0,0,14,33,21,12,0,0,27,232,71,60,2,9,44,7,0,0,0,1,0,0,41,10,2,0,0,1,0,0,10,0,0,0,2,6,2,3,4,0,1129,13,134,890,104,0,0,0,36,0,0,840,275,6/27/2018,2018,6
2018-06-28T00:00:00.000-0400,28,0,0,0,29,35,17,1,0,0,11,222,62,17,0,1,14,2,0,0,0,0,0,0,14,5,0,0,0,0,0,0,5,0,0,0,3,1,1,1,1,0,392,0,35,323,33,0,0,0,0,0,0,323,140,6/28/2018,2018,6
2018-06-29T00:00:00.000-0400,26,0,0,0,34,12,0,2,0,0,9,222,55,10,0,0,10,0,0,0,0,1,0,0,9,3,0,0,0,1,0,0,3,0,0,0,2,1,0,0,0,0,196,0,0,196,0,0,0,0,36,0,0,160,80,6/29/2018,2018,6
2018-06-30T00:00:00.000-0400,11,0,0,0,0,23,0,2,0,0,6,220,61,8,1,0,7,0,1,0,0,2,0,0,4,2,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,1,88,0,0,88,0,0,0,0,30,0,0,57,23,6/30/2018,2018,6
2018-07-01T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,219,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/1/2018,2018,7
2018-07-02T00:00:00.000-0400,32,0,0,0,41,37,17,4,0,0,13,225,60,18,0,0,17,1,0,0,0,0,0,0,17,3,0,0,0,0,0,0,3,0,0,0,1,1,1,0,1,0,421,0,0,405,16,0,0,0,0,0,0,405,96,7/2/2018,2018,7
2018-07-03T00:00:00.000-0400,35,0,0,0,29,47,14,1,0,0,22,228,59,35,0,3,31,1,0,0,0,1,0,0,30,9,0,0,0,1,0,0,9,0,0,0,4,4,1,3,1,0,2439,0,65,2362,11,0,0,0,29,0,0,2332,323,7/3/2018,2018,7
2018-07-04T00:00:00.000-0400,0,0,0,0,0,0,0,1,0,0,1,224,41,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/4/2018,2018,7
2018-07-05T00:00:00.000-0400,22,0,0,0,30,10,12,4,0,0,16,223,49,22,0,0,20,2,0,0,0,4,0,0,16,5,0,0,0,2,0,0,5,0,0,0,3,1,1,0,1,0,326,0,0,302,23,0,0,0,48,0,0,254,113,7/5/2018,2018,7
2018-07-06T00:00:00.000-0400,16,0,0,0,8,32,0,1,0,0,14,214,51,18,0,0,16,2,0,0,0,1,0,0,15,6,0,0,0,1,0,0,6,0,0,0,4,2,0,0,2,0,324,0,0,289,34,0,0,0,12,0,0,277,98,7/6/2018,2018,7
2018-07-07T00:00:00.000-0400,3,0,0,0,3,0,0,2,0,0,1,196,46,5,0,1,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,36,0,3,32,0,0,0,0,0,0,0,32,3,7/7/2018,2018,7
2018-07-08T00:00:00.000-0400,0,0,0,0,0,0,0,1,0,0,1,186,47,3,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,7,0,0,6,0,0,0,0,0,0,0,6,0,7/8/2018,2018,7
2018-07-09T00:00:00.000-0400,30,0,0,0,25,0,76,3,0,0,17,192,56,30,0,1,23,6,0,0,0,1,0,0,22,9,0,0,0,1,0,0,9,0,0,0,8,0,1,1,3,0,924,0,29,757,136,0,0,0,19,0,0,738,276,7/9/2018,2018,7
2018-07-10T00:00:00.000-0400,31,0,0,0,11,56,12,2,0,0,21,201,55,31,1,0,28,3,0,0,0,1,0,0,26,9,1,0,0,1,0,0,9,0,0,0,4,4,1,0,2,0,884,57,0,813,70,0,0,0,36,0,0,719,283,7/10/2018,2018,7
2018-07-11T00:00:00.000-0400,54,0,0,0,36,68,0,5,0,0,18,201,60,27,2,2,24,1,0,0,0,3,0,0,19,7,1,0,0,1,0,0,7,0,0,0,3,4,0,2,1,0,1054,15,68,981,5,0,0,0,17,0,0,947,383,7/11/2018,2018,7
2018-07-12T00:00:00.000-0400,40,0,0,0,24,53,19,6,0,0,22,204,69,37,0,3,29,4,1,0,0,3,0,0,26,9,0,0,0,2,0,0,8,0,0,0,3,5,1,2,3,1,1555,0,146,1304,104,0,0,0,92,0,0,1212,360,7/12/2018,2018,7
2018-07-13T00:00:00.000-0400,33,0,0,0,41,30,0,2,0,0,11,194,71,16,0,1,13,2,0,0,0,0,0,0,13,4,0,0,0,0,0,0,4,0,0,0,1,3,0,0,1,0,369,0,13,347,7,0,0,0,0,0,0,347,133,7/13/2018,2018,7
2018-07-14T00:00:00.000-0400,0,0,0,0,0,0,0,0,0,0,0,190,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/14/2018,2018,7
2018-07-15T00:00:00.000-0400,0,0,0,0,0,0,0,1,0,0,1,188,70,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/15/2018,2018,7
2018-07-18T00:00:00.000-0400,42,0,0,0,47,30,0,8,0,0,21,182,42,37,0,0,34,1,2,0,0,0,0,0,34,10,0,0,0,0,0,0,10,0,0,0,7,3,0,0,1,2,989,0,0,978,7,2,0,0,0,0,0,978,421,7/18/2018,2018,7
2018-07-19T00:00:00.000-0400,39,0,0,0,25,57,55,4,0,0,20,177,40,39,2,11,26,2,0,0,0,1,0,0,23,9,1,0,0,1,0,0,9,0,0,0,5,2,2,2,1,0,1344,1,575,740,29,0,0,0,2,0,0,736,352,7/19/2018,2018,7
