day,emails_received
2018/05/23,272482.0
2018/05/24,273514.0
2018/05/25,241464.0
2018/05/26,122641.0
2018/05/27,122726.0
2018/05/28,151132.0
2018/05/29,273514.0
2018/05/30,262958.0
2018/05/31,262978.0
2018/06/01,222506.0
2018/06/02,123610.0
2018/06/03,117419.0
2018/06/04,241886.0
2018/06/05,294745.0
2018/06/06,271327.0
2018/06/07,247295.0
2018/06/08,226001.0
2018/06/09,129243.0
2018/06/10,133110.0
2018/06/14,283769.0
2018/06/15,226644.0
2018/06/16,119636.0
2018/06/17,131029.0
2018/06/18,236679.0
2018/06/19,260705.0
2018/06/20,257684.0
2018/06/21,266801.0
2018/06/22,211869.0
2018/06/23,114705.0
2018/06/24,116198.0
2018/06/25,235520.0
2018/06/26,268539.0
2018/06/27,267995.0
2018/06/28,248140.0
2018/06/29,226804.0
2018/06/30,123110.0
2018/07/01,117130.0
2018/07/02,269359.0
2018/07/03,228085.0
2018/07/04,139709.0
2018/07/05,232363.0
2018/07/06,202736.0
2018/07/07,134333.0
2018/07/08,128105.0
2018/07/09,249096.0
2018/07/10,280353.0
2018/07/11,267671.0
2018/07/12,241945.0
2018/07/13,207889.0
2018/07/14,121398.0
2018/07/15,133280.0
2018/07/16,260955.0
2018/07/17,266736.0
2018/07/18,247300.0
2018/07/19,270734.0
2018/07/20,231216.0
2018/07/21,129054.0
2018/07/26,265798.0
2018/07/27,239373.0
2018/08/04,117661.0
2018/08/05,128494.0
2018/08/06,270218.0
2018/08/07,329409.0
2018/08/08,302716.0
2018/08/09,311993.0
2018/08/10,285314.0
2018/08/11,141579.0
2018/08/12,185523.0
2018/08/13,401127.0
2018/08/14,464286.0
2018/08/15,472251.0
2018/08/16,439172.0
2018/08/17,0.0
2018/08/18,0.0
2018/08/19,196192.0
2018/08/20,422327.0
2018/08/21,421450.0
2018/08/22,452414.0
2018/08/23,380591.0
2018/08/24,315230.0
2018/08/25,143702.0
2018/08/26,184546.0
2018/08/27,413400.0
2018/08/28,412061.0
2018/08/29,373272.0
2018/08/30,416576.0
2018/08/31,352510.0
2018/09/01,145198.0
2018/09/02,142449.0
2018/09/03,195088.0
2018/09/04,521704.0
2018/09/05,442013.0
2018/09/06,393262.0
2018/09/07,353842.0
2018/09/08,160346.0
2018/09/09,192038.0
2018/09/10,512784.0
2018/09/11,527237.0
2018/09/12,406806.0
2018/09/13,284840.0
2018/09/14,284510.0
2018/09/15,237689.0
2018/09/16,217089.0
2018/09/17,475198.0
2018/09/18,459377.0
2018/09/19,402666.0
2018/09/20,445630.0
2018/09/21,340700.0
2018/09/22,145988.0
2018/09/23,186001.0
2018/09/24,472679.0
2018/09/25,446155.0
2018/09/26,412387.0
2018/09/27,0.0
2018/09/28,339163.0
2018/09/29,153860.0
2018/09/30,188977.0
2018/10/01,473441.0
2018/10/02,442474.0
2018/10/03,475779.0
2018/10/04,437544.0
2018/10/05,348136.0
2018/10/06,169741.0
2018/10/07,137918.0
2018/10/08,267793.0
2018/10/09,336389.0
2018/10/10,507765.0
2018/10/11,500271.0
2018/10/12,345423.0
2018/10/13,142246.0
2018/10/14,191156.0
2018/10/15,437854.0
2018/10/16,477535.0
2018/10/17,417505.0
2018/10/18,374839.0
2018/10/19,358072.0
2018/10/20,153000.0
2018/10/21,180172.0
2018/10/22,409392.0
2018/10/23,443249.0
2018/10/24,395345.0
2018/10/25,402963.0
2018/10/26,367398.0
2018/10/27,193464.0
2018/10/28,213335.0
2018/10/29,451877.0
2018/10/30,437060.0
2018/10/31,475638.0
2018/11/01,449595.0
2018/11/02,346962.0
2018/11/03,151543.0
2018/11/04,194206.0
2018/11/05,471545.0
2018/11/06,445844.0
2018/11/07,432277.0
2018/11/08,412007.0
2018/11/09,357401.0
2018/11/10,160456.0
2018/11/11,221204.0
2018/11/12,424934.0
2018/11/13,474660.0
2018/11/14,518510.0
2018/11/15,494973.0
2018/11/16,446687.0
2018/11/17,165128.0
2018/11/18,196487.0
2018/11/19,474136.0
2018/11/20,433086.0
2018/11/21,310326.0
2018/11/22,219121.0
2018/11/23,273514.0
2018/11/24,225432.0
2018/11/25,274702.0
2018/11/26,648823.0
2018/11/27,527773.0
2018/11/28,505396.0
2018/11/29,427494.0
2018/11/30,366801.0
2018/12/01,179822.0
2018/12/02,205200.0
2018/12/03,412253.0
2018/12/04,409525.0
2018/12/05,378229.0
2018/12/06,400603.0
2018/12/07,323660.0
2018/12/08,188805.0
2018/12/09,175658.0
2018/12/10,277849.0
2018/12/11,270726.0
2018/12/12,270057.0
2018/12/13,271900.0
2018/12/14,270412.0
2018/12/15,142861.0
2018/12/16,129766.0
2018/12/17,277555.0
2018/12/18,254810.0
2018/12/19,266270.0
2018/12/20,256712.0
2018/12/21,259894.0
2018/12/22,112660.0
2018/12/23,118743.0
2018/12/24,114867.0
2018/12/25,90969.0
2018/12/26,145789.0
2018/12/27,142919.0
2018/12/28,152021.0
2018/12/29,100796.0
2018/12/30,110455.0
2018/12/31,149132.0
2019/01/01,127311.0
2019/01/02,221318.0
2019/01/03,240881.0
2019/01/04,0.0
2019/01/05,0.0
2019/01/06,120030.0
2019/01/07,281206.0
2019/01/08,313136.0
2019/01/09,274043.0
2019/01/10,342792.0
2019/01/11,317633.0
2019/01/12,166116.0
2019/01/13,235762.0
2019/01/14,442091.0
2019/01/15,459246.0
2019/01/16,394402.0
2019/01/17,394746.0
2019/01/18,442887.0
2019/01/19,161033.0
2019/01/20,189384.0
2019/01/21,253806.0
2019/01/22,456978.0
2019/01/23,350596.0
2019/01/24,413218.0
2019/01/25,329585.0
2019/01/26,144600.0
2019/01/27,185413.0
2019/01/28,458386.0
2019/01/29,438091.0
2019/01/30,396223.0
2019/01/31,375163.0
2019/02/01,363228.0
2019/02/02,163969.0
2019/02/03,189533.0
2019/02/04,427037.0
2019/02/05,418112.0
2019/02/06,351458.0
2019/02/07,391050.0
2019/02/08,382064.0
2019/02/09,147627.0
2019/02/10,203921.0
2019/02/11,427193.0
2019/02/12,400572.0
2019/02/13,356982.0
2019/02/14,341485.0
2019/02/15,376946.0
2019/02/16,158879.0
2019/02/17,200985.0
2019/02/18,432551.0
2019/02/19,415895.0
2019/02/20,363447.0
2019/02/21,416635.0
2019/02/22,334481.0
2019/02/23,156193.0
2019/02/24,187510.0
2019/02/25,443861.0
2019/02/26,450462.0
2019/02/27,387732.0
2019/02/28,354755.0
2019/03/01,318829.0
2019/03/02,129527.0
2019/03/03,136275.0
2019/03/04,292561.0
2019/03/05,292157.0
2019/03/06,280537.0
2019/03/07,311637.0
2019/03/08,266099.0
2019/03/09,153129.0
2019/03/10,212860.0
2019/03/11,430493.0
2019/03/12,430303.0
2019/03/13,387537.0
2019/03/14,374886.0
2019/03/15,360220.0
2019/03/16,0.0
2019/03/17,0.0
2019/03/18,442505.0
2019/03/19,424335.0
2019/03/20,384576.0
2019/03/21,0.0
2019/03/22,0.0
2019/03/23,143118.0
2019/03/24,190538.0
2019/03/25,423945.0
2019/03/26,481430.0
2019/03/27,433330.0
2019/03/28,356777.0
2019/03/29,305991.0
2019/03/30,152736.0
2019/03/31,195140.0
2019/04/01,426095.0
2019/04/02,419569.0
2019/04/03,407775.0
2019/04/04,396437.0
2019/04/05,313500.0
2019/04/06,150782.0
2019/04/07,177058.0
2019/04/08,399059.0
2019/04/09,401336.0
2019/04/10,382539.0
2019/04/11,426984.0
2019/04/12,0.0
2019/04/13,147646.0
2019/04/14,191210.0
2019/04/15,409656.0
2019/04/16,409114.0
2019/04/17,0.0
2019/04/18,357604.0
2019/04/19,202177.0
2019/04/20,131564.0
2019/04/21,173852.0
2019/04/22,426437.0
2019/04/23,442954.0
2019/04/24,383456.0
2019/04/25,411589.0
2019/04/26,317923.0
2019/04/27,166006.0
2019/04/28,184680.0
2019/04/29,406433.0
2019/04/30,461019.0
2019/05/01,413484.0
2019/05/02,357653.0
2019/05/03,0.0
2019/05/04,0.0
2019/05/05,0.0
2019/05/06,0.0
2019/05/07,0.0
2019/05/08,0.0
2019/05/09,0.0
2019/05/10,253275.0
2019/05/11,122383.0
2019/05/12,122980.0
2019/05/13,266413.0
2019/05/14,269890.0
2019/05/15,276997.0
2019/05/16,255419.0
2019/05/17,224412.0
2019/05/18,114284.0
2019/05/19,126849.0
2019/05/20,253298.0
2019/05/21,283482.0
2019/05/22,259358.0
2019/05/23,264218.0
2019/05/24,261854.0
2019/05/25,120731.0
2019/05/26,111550.0
2019/05/27,155231.0
2019/05/28,303258.0
2019/05/29,246447.0
2019/05/30,258577.0
2019/05/31,268153.0
2019/06/01,111982.0
2019/06/02,120404.0
2019/06/03,259995.0
2019/06/04,0.0
2019/06/05,244131.0
2019/06/06,239296.0
2019/06/07,220075.0
2019/06/08,110051.0
2019/06/09,112788.0
2019/06/10,244578.0
2019/06/11,260337.0
2019/06/12,265753.0
2019/06/13,249057.0
2019/06/14,289120.0
2019/06/15,122988.0
2019/06/16,119637.0
2019/06/17,249292.0
2019/06/18,285284.0
2019/06/19,270617.0
2019/06/20,248353.0
2019/06/21,208126.0
2019/06/22,125024.0
2019/06/23,121139.0
2019/06/24,240960.0
2019/06/25,279944.0
2019/06/26,244186.0
2019/06/27,237428.0
2019/06/28,217794.0
2019/06/29,118806.0
2019/06/30,121130.0
2019/07/01,245230.0
2019/07/02,252670.0
2019/07/03,231948.0
2019/07/04,122392.0
2019/07/05,187046.0
2019/07/06,101508.0
2019/07/07,115927.0
2019/07/08,237982.0
2019/07/09,261822.0
2019/07/10,251818.0
2019/07/11,255762.0
2019/07/12,219122.0
2019/07/13,122152.0
2019/07/14,124874.0
2019/07/15,261447.0
2019/07/16,265030.0
2019/07/17,253678.0
2019/07/18,246833.0
2019/07/19,228562.0
2019/07/20,109111.0
2019/07/21,113557.0
2019/07/22,261236.0
2019/07/23,274708.0
2019/07/24,254301.0
2019/07/25,261146.0
2019/07/26,242466.0
2019/07/27,121089.0
2019/07/28,125943.0
2019/07/29,250090.0
2019/07/30,273395.0
2019/07/31,267113.0
2019/08/02,240220.0
2019/08/03,125420.0
2019/08/04,127824.0
2019/08/05,268737.0
2019/08/06,272569.0
2019/08/07,277935.0
2019/08/08,260497.0
2019/08/09,232252.0
2019/08/10,110814.0
2019/08/11,146579.0
2019/08/12,337129.0
2019/08/13,324811.0
2019/08/14,319695.0
2019/08/15,361636.0
2019/08/16,294785.0
2019/08/17,146703.0
